"Year","REGION..Region","AGE..Age","SEX..Sex","Total"
2021,"South Australia","80-84","Female",99856
2021,"South Australia","80-84","Male",81189
2021,"South Australia","85 and over","Female",115157
2021,"South Australia","85 and over","Male",72914
2021,"South Australia","A75: 75-79","Female",141289
2021,"South Australia","A75: 75-79","Male",126096
2021,"Tasmania","0-4","Female",56905
2021,"Tasmania","0-4","Male",60742
2021,"Tasmania","10-14","Female",65843
2021,"Tasmania","10-14","Male",70765
2021,"Tasmania","15-19","Female",59395
2021,"Tasmania","15-19","Male",64187
2021,"Tasmania","20-24","Female",61592
2021,"Tasmania","20-24","Male",65866
2021,"Tasmania","25-29","Female",77554
2021,"Tasmania","25-29","Male",80958
2021,"Tasmania","30-34","Female",77285
2021,"Tasmania","30-34","Male",78609
2021,"Tasmania","35-39","Female",71800
2021,"Tasmania","35-39","Male",70302
2021,"Tasmania","40-44","Female",65667
2021,"Tasmania","40-44","Male",61500
2021,"Tasmania","45-49","Female",68712
2021,"Tasmania","45-49","Male",66272
2021,"Tasmania","5-9","Female",62350
2021,"Tasmania","5-9","Male",65678
2021,"Tasmania","50-54","Female",74622
2021,"Tasmania","50-54","Male",70613
2021,"Tasmania","55-59","Female",76840
2021,"Tasmania","55-59","Male",73170
2021,"Tasmania","60-64","Female",79693
2021,"Tasmania","60-64","Male",75275
2021,"Tasmania","65-69","Female",71584
2021,"Tasmania","65-69","Male",68468
2021,"Tasmania","70-74","Female",64651
2021,"Tasmania","70-74","Male",62027
2021,"Tasmania","80-84","Female",31129
2021,"Tasmania","80-84","Male",27091
2021,"Tasmania","85 and over","Female",31426
2021,"Tasmania","85 and over","Male",20490
2021,"Tasmania","A75: 75-79","Female",45741
2021,"Tasmania","A75: 75-79","Male",42833
2021,"Victoria","0-4","Female",753605
2021,"Victoria","0-4","Male",790736
2021,"Victoria","10-14","Female",775676
2021,"Victoria","10-14","Male",819013
2021,"Victoria","15-19","Female",717170
2021,"Victoria","15-19","Male",758917
2021,"Victoria","20-24","Female",810286
2021,"Victoria","20-24","Male",869475
2021,"Victoria","25-29","Female",961398
2021,"Victoria","25-29","Male",990182
2021,"Victoria","30-34","Female",1035744
2021,"Victoria","30-34","Male",1009509
2021,"Victoria","35-39","Female",999017
2021,"Victoria","35-39","Male",985970
2021,"Victoria","40-44","Female",870451
2021,"Victoria","40-44","Male",850625
2021,"Victoria","45-49","Female",848352
2021,"Victoria","45-49","Male",821803
2021,"Victoria","5-9","Female",792022
2021,"Victoria","5-9","Male",837682
2021,"Victoria","50-54","Female",838816
2021,"Victoria","50-54","Male",800853
2021,"Victoria","55-59","Female",786173
2021,"Victoria","55-59","Male",749257
2021,"Victoria","60-64","Female",748537
2021,"Victoria","60-64","Male",696459
2021,"Victoria","65-69","Female",658791
2021,"Victoria","65-69","Male",603048
2021,"Victoria","70-74","Female",586957
2021,"Victoria","70-74","Male",531748
2021,"Victoria","80-84","Female",304305
2021,"Victoria","80-84","Male",253414
2021,"Victoria","85 and over","Female",343136
2021,"Victoria","85 and over","Male",218465
2021,"Victoria","A75: 75-79","Female",423283
2021,"Victoria","A75: 75-79","Male",381321
2021,"Western Australia","0-4","Female",331012
2021,"Western Australia","0-4","Male",351671
2021,"Western Australia","10-14","Female",347643
2021,"Western Australia","10-14","Male",368731
2021,"Western Australia","15-19","Female",309467
2021,"Western Australia","15-19","Male",328706
2021,"Western Australia","20-24","Female",321224
2021,"Western Australia","20-24","Male",342745
2021,"Western Australia","25-29","Female",365925
2021,"Western Australia","25-29","Male",372521
2021,"Western Australia","30-34","Female",413811
2021,"Western Australia","30-34","Male",408080
2021,"Western Australia","35-39","Female",415416
2021,"Western Australia","35-39","Male",419597
2021,"Western Australia","40-44","Female",368348
2021,"Western Australia","40-44","Male",367662
2021,"Western Australia","45-49","Female",356861
2021,"Western Australia","45-49","Male",362301
2021,"Western Australia","5-9","Female",349416
2021,"Western Australia","5-9","Male",370318
2021,"Western Australia","50-54","Female",353825
2021,"Western Australia","50-54","Male",359266
2021,"Western Australia","55-59","Female",334670
2021,"Western Australia","55-59","Male",334350
2021,"Western Australia","60-64","Female",313959
2021,"Western Australia","60-64","Male",303244
2021,"Western Australia","65-69","Female",275464
2021,"Western Australia","65-69","Male",258397
2021,"Western Australia","70-74","Female",236897
2021,"Western Australia","70-74","Male",227283
2021,"Western Australia","80-84","Female",115864
2021,"Western Australia","80-84","Male",99073
2021,"Western Australia","85 and over","Female",122610
2021,"Western Australia","85 and over","Male",80164
2021,"Western Australia","A75: 75-79","Female",163111
2021,"Western Australia","A75: 75-79","Male",155067
2022,"Australian Capital Territory","0-4","Female",51922
2022,"Australian Capital Territory","0-4","Male",54500
2022,"Australian Capital Territory","10-14","Female",53706
2022,"Australian Capital Territory","10-14","Male",56783
2022,"Australian Capital Territory","15-19","Female",50920
2022,"Australian Capital Territory","15-19","Male",54031
2022,"Australian Capital Territory","20-24","Female",71035
2022,"Australian Capital Territory","20-24","Male",70862
2022,"Australian Capital Territory","25-29","Female",80355
2022,"Australian Capital Territory","25-29","Male",80682
2022,"Australian Capital Territory","30-34","Female",79864
2022,"Australian Capital Territory","30-34","Male",79110
2022,"Australian Capital Territory","35-39","Female",75400
2022,"Australian Capital Territory","35-39","Male",74227
2022,"Australian Capital Territory","40-44","Female",66639
2022,"Australian Capital Territory","40-44","Male",65433
2022,"Australian Capital Territory","45-49","Female",57972
2022,"Australian Capital Territory","45-49","Male",57385
2022,"Australian Capital Territory","5-9","Female",56338
2022,"Australian Capital Territory","5-9","Male",59291
2022,"Australian Capital Territory","50-54","Female",55086
2022,"Australian Capital Territory","50-54","Male",54114
2022,"Australian Capital Territory","55-59","Female",47655
2022,"Australian Capital Territory","55-59","Male",45594
2022,"Australian Capital Territory","60-64","Female",44534
2022,"Australian Capital Territory","60-64","Male",40666
2022,"Australian Capital Territory","65-69","Female",38693
2022,"Australian Capital Territory","65-69","Male",33574
2022,"Australian Capital Territory","70-74","Female",35833
2022,"Australian Capital Territory","70-74","Male",30253
2022,"Australian Capital Territory","80-84","Female",17441
2022,"Australian Capital Territory","80-84","Male",13873
2022,"Australian Capital Territory","85 and over","Female",17728
2022,"Australian Capital Territory","85 and over","Male",11559
2022,"Australian Capital Territory","A75: 75-79","Female",27078
2022,"Australian Capital Territory","A75: 75-79","Male",23210
2022,"New South Wales","0-4","Female",931335
2022,"New South Wales","0-4","Male",987733
2022,"New South Wales","10-14","Female",995681
2022,"New South Wales","10-14","Male",1055856
2022,"New South Wales","15-19","Female",929188
2022,"New South Wales","15-19","Male",999710
2022,"New South Wales","20-24","Female",993903
2022,"New South Wales","20-24","Male",1083393
2022,"New South Wales","25-29","Female",1127649
2022,"New South Wales","25-29","Male",1156364
2022,"New South Wales","30-34","Female",1209678
2022,"New South Wales","30-34","Male",1190271
2022,"New South Wales","35-39","Female",1184680
2022,"New South Wales","35-39","Male",1172361
2022,"New South Wales","40-44","Female",1082491
2022,"New South Wales","40-44","Male",1062409
2022,"New South Wales","45-49","Female",1022553
2022,"New South Wales","45-49","Male",1002468
2022,"New South Wales","5-9","Female",973293
2022,"New South Wales","5-9","Male",1033737
2022,"New South Wales","50-54","Female",1036449
2022,"New South Wales","50-54","Male",1001353
2022,"New South Wales","55-59","Female",971471
2022,"New South Wales","55-59","Male",943777
2022,"New South Wales","60-64","Female",973955
2022,"New South Wales","60-64","Male",923495
2022,"New South Wales","65-69","Female",860531
2022,"New South Wales","65-69","Male",799065
2022,"New South Wales","70-74","Female",752424
2022,"New South Wales","70-74","Male",701498
2022,"New South Wales","80-84","Female",398175
2022,"New South Wales","80-84","Male",339147
2022,"New South Wales","85 and over","Female",444853
2022,"New South Wales","85 and over","Male",289811
2022,"New South Wales","A75: 75-79","Female",586864
2022,"New South Wales","A75: 75-79","Male",542869
2022,"Northern Territory","0-4","Female",33431
2022,"Northern Territory","0-4","Male",35753
2022,"Northern Territory","10-14","Female",33340
2022,"Northern Territory","10-14","Male",35848
2022,"Northern Territory","15-19","Female",29966
2022,"Northern Territory","15-19","Male",32235
2022,"Northern Territory","20-24","Female",31988
2022,"Northern Territory","20-24","Male",35512
2022,"Northern Territory","25-29","Female",46746
2022,"Northern Territory","25-29","Male",44871
2022,"Northern Territory","30-34","Female",48876
2022,"Northern Territory","30-34","Male",47583
2022,"Northern Territory","35-39","Female",42706
2022,"Northern Territory","35-39","Male",42246
2022,"Northern Territory","40-44","Female",35876
2022,"Northern Territory","40-44","Male",35020
2022,"Northern Territory","45-49","Female",30974
2022,"Northern Territory","45-49","Male",31970
2022,"Northern Territory","5-9","Female",34750
2022,"Northern Territory","5-9","Male",36565
2022,"Northern Territory","50-54","Female",31236
2022,"Northern Territory","50-54","Male",31932
2022,"Northern Territory","55-59","Female",26720
2022,"Northern Territory","55-59","Male",27932
2022,"Northern Territory","60-64","Female",23340
2022,"Northern Territory","60-64","Male",24232
2022,"Northern Territory","65-69","Female",17387
2022,"Northern Territory","65-69","Male",18362
2022,"Northern Territory","70-74","Female",12114
2022,"Northern Territory","70-74","Male",13413
2022,"Northern Territory","80-84","Female",4266
2022,"Northern Territory","80-84","Male",4273
2022,"Northern Territory","85 and over","Female",2913
2022,"Northern Territory","85 and over","Male",2181
2022,"Northern Territory","A75: 75-79","Female",7241
2022,"Northern Territory","A75: 75-79","Male",8012
2022,"Queensland","0-4","Female",595325
2022,"Queensland","0-4","Male",631818
2022,"Queensland","10-14","Female",692136
2022,"Queensland","10-14","Male",730527
2022,"Queensland","15-19","Female",647406
2022,"Queensland","15-19","Male",684939
2022,"Queensland","20-24","Female",666724
2022,"Queensland","20-24","Male",688392
2022,"Queensland","25-29","Female",724654
2022,"Queensland","25-29","Male",726245
2022,"Queensland","30-34","Female",757236
2022,"Queensland","30-34","Male",733463
2022,"Queensland","35-39","Female",756825
2022,"Queensland","35-39","Male",729196
2022,"Queensland","40-44","Female",709250
2022,"Queensland","40-44","Male",676448
2022,"Queensland","45-49","Female",691479
2022,"Queensland","45-49","Male",668467
2022,"Queensland","5-9","Female",653148
2022,"Queensland","5-9","Male",692339
2022,"Queensland","50-54","Female",706429
2022,"Queensland","50-54","Male",682819
2022,"Queensland","55-59","Female",649825
2022,"Queensland","55-59","Male",625076
2022,"Queensland","60-64","Female",633899
2022,"Queensland","60-64","Male",600237
2022,"Queensland","65-69","Female",552306
2022,"Queensland","65-69","Male",520340
2022,"Queensland","70-74","Female",489352
2022,"Queensland","70-74","Male",464505
2022,"Queensland","80-84","Female",236811
2022,"Queensland","80-84","Male",208746
2022,"Queensland","85 and over","Female",239714
2022,"Queensland","85 and over","Male",158694
2022,"Queensland","A75: 75-79","Female",374768
2022,"Queensland","A75: 75-79","Male",354113
2022,"South Australia","0-4","Female",190512
2022,"South Australia","0-4","Male",200356
2022,"South Australia","10-14","Female",212328
2022,"South Australia","10-14","Male",223008
2022,"South Australia","15-19","Female",202822
2022,"South Australia","15-19","Male",214494
2022,"South Australia","20-24","Female",216260
2022,"South Australia","20-24","Male",234019
2022,"South Australia","25-29","Female",239587
2022,"South Australia","25-29","Male",249273
2022,"South Australia","30-34","Female",246939
2022,"South Australia","30-34","Male",245563
2022,"South Australia","35-39","Female",249086
2022,"South Australia","35-39","Male",244678
2022,"South Australia","40-44","Female",226336
2022,"South Australia","40-44","Male",219850
2022,"South Australia","45-49","Female",218558
2022,"South Australia","45-49","Male",215713
2022,"South Australia","5-9","Female",205130
2022,"South Australia","5-9","Male",215821
2022,"South Australia","50-54","Female",236598
2022,"South Australia","50-54","Male",231686
2022,"South Australia","55-59","Female",231363
2022,"South Australia","55-59","Male",223104
2022,"South Australia","60-64","Female",236199
2022,"South Australia","60-64","Male",222534
2022,"South Australia","65-69","Female",214552
2022,"South Australia","65-69","Male",197215
2022,"South Australia","70-74","Female",195150
2022,"South Australia","70-74","Male",176731
2022,"South Australia","80-84","Female",102594
2022,"South Australia","80-84","Male",83991
2022,"South Australia","85 and over","Female",116058
2022,"South Australia","85 and over","Male",74900
2022,"South Australia","A75: 75-79","Female",152655
2022,"South Australia","A75: 75-79","Male",136281
2022,"Tasmania","0-4","Female",56875
2022,"Tasmania","0-4","Male",60555
2022,"Tasmania","10-14","Female",65524
2022,"Tasmania","10-14","Male",70058
2022,"Tasmania","15-19","Female",61156
2022,"Tasmania","15-19","Male",66008
2022,"Tasmania","20-24","Female",59648
2022,"Tasmania","20-24","Male",64296
2022,"Tasmania","25-29","Female",76688
2022,"Tasmania","25-29","Male",79409
2022,"Tasmania","30-34","Female",79867
2022,"Tasmania","30-34","Male",81054
2022,"Tasmania","35-39","Female",73110
2022,"Tasmania","35-39","Male",72597
2022,"Tasmania","40-44","Female",67599
2022,"Tasmania","40-44","Male",63649
2022,"Tasmania","45-49","Female",66827
2022,"Tasmania","45-49","Male",64314
2022,"Tasmania","5-9","Female",61838
2022,"Tasmania","5-9","Male",65227
2022,"Tasmania","50-54","Female",75536
2022,"Tasmania","50-54","Male",71809
2022,"Tasmania","55-59","Female",75356
2022,"Tasmania","55-59","Male",70767
2022,"Tasmania","60-64","Female",80645
2022,"Tasmania","60-64","Male",76631
2022,"Tasmania","65-69","Female",72913
2022,"Tasmania","65-69","Male",68964
2022,"Tasmania","70-74","Female",64945
2022,"Tasmania","70-74","Male",61892
2022,"Tasmania","80-84","Female",32062
2022,"Tasmania","80-84","Male",28367
2022,"Tasmania","85 and over","Female",32257
2022,"Tasmania","85 and over","Male",21317
2022,"Tasmania","A75: 75-79","Female",49457
2022,"Tasmania","A75: 75-79","Male",46441
2022,"Victoria","0-4","Female",753432
2022,"Victoria","0-4","Male",788665
2022,"Victoria","10-14","Female",784964
2022,"Victoria","10-14","Male",827239
2022,"Victoria","15-19","Female",747880
2022,"Victoria","15-19","Male",790226
2022,"Victoria","20-24","Female",832942
2022,"Victoria","20-24","Male",889831
2022,"Victoria","25-29","Female",970210
2022,"Victoria","25-29","Male",1005335
2022,"Victoria","30-34","Female",1050136
2022,"Victoria","30-34","Male",1020004
2022,"Victoria","35-39","Female",1018567
2022,"Victoria","35-39","Male",1005929
2022,"Victoria","40-44","Female",900094
2022,"Victoria","40-44","Male",881496
2022,"Victoria","45-49","Female",836231
2022,"Victoria","45-49","Male",812738
2022,"Victoria","5-9","Female",792409
2022,"Victoria","5-9","Male",837972
2022,"Victoria","50-54","Female",858684
2022,"Victoria","50-54","Male",816937
2022,"Victoria","55-59","Female",781875
2022,"Victoria","55-59","Male",743803
2022,"Victoria","60-64","Female",759134
2022,"Victoria","60-64","Male",708564
2022,"Victoria","65-69","Female",671198
2022,"Victoria","65-69","Male",612471
2022,"Victoria","70-74","Female",589649
2022,"Victoria","70-74","Male",529906
2022,"Victoria","80-84","Female",312654
2022,"Victoria","80-84","Male",261696
2022,"Victoria","85 and over","Female",347262
2022,"Victoria","85 and over","Male",224028
2022,"Victoria","A75: 75-79","Female",454834
2022,"Victoria","A75: 75-79","Male",407373
2022,"Western Australia","0-4","Female",330685
2022,"Western Australia","0-4","Male",350437
2022,"Western Australia","10-14","Female",352258
2022,"Western Australia","10-14","Male",372986
2022,"Western Australia","15-19","Female",322764
2022,"Western Australia","15-19","Male",343330
2022,"Western Australia","20-24","Female",324613
2022,"Western Australia","20-24","Male",348101
2022,"Western Australia","25-29","Female",370963
2022,"Western Australia","25-29","Male",383004
2022,"Western Australia","30-34","Female",415796
2022,"Western Australia","30-34","Male",412094
2022,"Western Australia","35-39","Female",426254
2022,"Western Australia","35-39","Male",428777
2022,"Western Australia","40-44","Female",382641
2022,"Western Australia","40-44","Male",383475
2022,"Western Australia","45-49","Female",353824
2022,"Western Australia","45-49","Male",358266
2022,"Western Australia","5-9","Female",352171
2022,"Western Australia","5-9","Male",374657
2022,"Western Australia","50-54","Female",363037
2022,"Western Australia","50-54","Male",368844
2022,"Western Australia","55-59","Female",334518
2022,"Western Australia","55-59","Male",335153
2022,"Western Australia","60-64","Female",320672
2022,"Western Australia","60-64","Male",310744
2022,"Western Australia","65-69","Female",281576
2022,"Western Australia","65-69","Male",264000
2022,"Western Australia","70-74","Female",240973
2022,"Western Australia","70-74","Male",228535
2022,"Western Australia","80-84","Female",120418
2022,"Western Australia","80-84","Male",104480
2022,"Western Australia","85 and over","Female",126598
2022,"Western Australia","85 and over","Male",84219
2022,"Western Australia","A75: 75-79","Female",177539
2022,"Western Australia","A75: 75-79","Male",168188
2023,"Australian Capital Territory","0-4","Female",51218
2023,"Australian Capital Territory","0-4","Male",53836
2023,"Australian Capital Territory","10-14","Female",54845
2023,"Australian Capital Territory","10-14","Male",57801
2023,"Australian Capital Territory","15-19","Female",51344
2023,"Australian Capital Territory","15-19","Male",55408
2023,"Australian Capital Territory","20-24","Female",73981
2023,"Australian Capital Territory","20-24","Male",74073
2023,"Australian Capital Territory","25-29","Female",83186
2023,"Australian Capital Territory","25-29","Male",81616
2023,"Australian Capital Territory","30-34","Female",83134
2023,"Australian Capital Territory","30-34","Male",82934
2023,"Australian Capital Territory","35-39","Female",76566
2023,"Australian Capital Territory","35-39","Male",74821
2023,"Australian Capital Territory","40-44","Female",69494
2023,"Australian Capital Territory","40-44","Male",68106
2023,"Australian Capital Territory","45-49","Female",58017
2023,"Australian Capital Territory","45-49","Male",57779
2023,"Australian Capital Territory","5-9","Female",55392
2023,"Australian Capital Territory","5-9","Male",58380
2023,"Australian Capital Territory","50-54","Female",56570
2023,"Australian Capital Territory","50-54","Male",55092
2023,"Australian Capital Territory","55-59","Female",47582
2023,"Australian Capital Territory","55-59","Male",45839
2023,"Australian Capital Territory","60-64","Female",44668
2023,"Australian Capital Territory","60-64","Male",41153
2023,"Australian Capital Territory","65-69","Female",39159
2023,"Australian Capital Territory","65-69","Male",33671
2023,"Australian Capital Territory","70-74","Female",36123
2023,"Australian Capital Territory","70-74","Male",30295
2023,"Australian Capital Territory","80-84","Female",18235
2023,"Australian Capital Territory","80-84","Male",14504
2023,"Australian Capital Territory","85 and over","Female",18422
2023,"Australian Capital Territory","85 and over","Male",12047
2023,"Australian Capital Territory","A75: 75-79","Female",29208
2023,"Australian Capital Territory","A75: 75-79","Male",24946
2023,"New South Wales","0-4","Female",927113
2023,"New South Wales","0-4","Male",983857
2023,"New South Wales","10-14","Female",1002105
2023,"New South Wales","10-14","Male",1064306
2023,"New South Wales","15-19","Female",971124
2023,"New South Wales","15-19","Male",1044384
2023,"New South Wales","20-24","Female",1053431
2023,"New South Wales","20-24","Male",1161710
2023,"New South Wales","25-29","Female",1189717
2023,"New South Wales","25-29","Male",1224055
2023,"New South Wales","30-34","Female",1243592
2023,"New South Wales","30-34","Male",1230232
2023,"New South Wales","35-39","Female",1206465
2023,"New South Wales","35-39","Male",1191591
2023,"New South Wales","40-44","Female",1119268
2023,"New South Wales","40-44","Male",1105327
2023,"New South Wales","45-49","Female",1018516
2023,"New South Wales","45-49","Male",994609
2023,"New South Wales","5-9","Female",968416
2023,"New South Wales","5-9","Male",1026852
2023,"New South Wales","50-54","Female",1052940
2023,"New South Wales","50-54","Male",1018090
2023,"New South Wales","55-59","Female",959712
2023,"New South Wales","55-59","Male",927935
2023,"New South Wales","60-64","Female",985101
2023,"New South Wales","60-64","Male",935600
2023,"New South Wales","65-69","Female",878423
2023,"New South Wales","65-69","Male",811701
2023,"New South Wales","70-74","Female",762587
2023,"New South Wales","70-74","Male",702910
2023,"New South Wales","80-84","Female",408951
2023,"New South Wales","80-84","Male",350534
2023,"New South Wales","85 and over","Female",451821
2023,"New South Wales","85 and over","Male",299011
2023,"New South Wales","A75: 75-79","Female",621033
2023,"New South Wales","A75: 75-79","Male",573010
2023,"Northern Territory","0-4","Female",32656
2023,"Northern Territory","0-4","Male",34845
2023,"Northern Territory","10-14","Female",33807
2023,"Northern Territory","10-14","Male",35733
2023,"Northern Territory","15-19","Female",30523
2023,"Northern Territory","15-19","Male",33390
2023,"Northern Territory","20-24","Female",32606
2023,"Northern Territory","20-24","Male",36773
2023,"Northern Territory","25-29","Female",47182
2023,"Northern Territory","25-29","Male",45335
2023,"Northern Territory","30-34","Female",50285
2023,"Northern Territory","30-34","Male",48472
2023,"Northern Territory","35-39","Female",43610
2023,"Northern Territory","35-39","Male",43195
2023,"Northern Territory","40-44","Female",36522
2023,"Northern Territory","40-44","Male",36230
2023,"Northern Territory","45-49","Female",30982
2023,"Northern Territory","45-49","Male",31169
2023,"Northern Territory","5-9","Female",33648
2023,"Northern Territory","5-9","Male",36160
2023,"Northern Territory","50-54","Female",31050
2023,"Northern Territory","50-54","Male",32047
2023,"Northern Territory","55-59","Female",26914
2023,"Northern Territory","55-59","Male",27646
2023,"Northern Territory","60-64","Female",23584
2023,"Northern Territory","60-64","Male",24489
2023,"Northern Territory","65-69","Female",17725
2023,"Northern Territory","65-69","Male",18670
2023,"Northern Territory","70-74","Female",12560
2023,"Northern Territory","70-74","Male",13701
2023,"Northern Territory","80-84","Female",4442
2023,"Northern Territory","80-84","Male",4619
2023,"Northern Territory","85 and over","Female",3223
2023,"Northern Territory","85 and over","Male",2414
2023,"Northern Territory","A75: 75-79","Female",8059
2023,"Northern Territory","A75: 75-79","Male",8674
2023,"Queensland","0-4","Female",598929
2023,"Queensland","0-4","Male",633407
2023,"Queensland","10-14","Female",699426
2023,"Queensland","10-14","Male",737009
2023,"Queensland","15-19","Female",676806
2023,"Queensland","15-19","Male",719386
2023,"Queensland","20-24","Female",694703
2023,"Queensland","20-24","Male",719578
2023,"Queensland","25-29","Female",762992
2023,"Queensland","25-29","Male",766374
2023,"Queensland","30-34","Female",786886
2023,"Queensland","30-34","Male",765979
2023,"Queensland","35-39","Female",773778
2023,"Queensland","35-39","Male",746455
2023,"Queensland","40-44","Female",738849
2023,"Queensland","40-44","Male",708522
2023,"Queensland","45-49","Female",690641
2023,"Queensland","45-49","Male",662379
2023,"Queensland","5-9","Female",652253
2023,"Queensland","5-9","Male",690723
2023,"Queensland","50-54","Female",723362
2023,"Queensland","50-54","Male",699134
2023,"Queensland","55-59","Female",650615
2023,"Queensland","55-59","Male",625842
2023,"Queensland","60-64","Female",648233
2023,"Queensland","60-64","Male",613824
2023,"Queensland","65-69","Female",567342
2023,"Queensland","65-69","Male",530519
2023,"Queensland","70-74","Female",498398
2023,"Queensland","70-74","Male",468789
2023,"Queensland","80-84","Female",249050
2023,"Queensland","80-84","Male",219401
2023,"Queensland","85 and over","Female",246725
2023,"Queensland","85 and over","Male",166138
2023,"Queensland","A75: 75-79","Female",400763
2023,"Queensland","A75: 75-79","Male",377076
2023,"South Australia","0-4","Female",190269
2023,"South Australia","0-4","Male",199307
2023,"South Australia","10-14","Female",213489
2023,"South Australia","10-14","Male",225648
2023,"South Australia","15-19","Female",211303
2023,"South Australia","15-19","Male",222676
2023,"South Australia","20-24","Female",220104
2023,"South Australia","20-24","Male",241063
2023,"South Australia","25-29","Female",247745
2023,"South Australia","25-29","Male",257971
2023,"South Australia","30-34","Female",254693
2023,"South Australia","30-34","Male",253617
2023,"South Australia","35-39","Female",254577
2023,"South Australia","35-39","Male",249274
2023,"South Australia","40-44","Female",235258
2023,"South Australia","40-44","Male",229447
2023,"South Australia","45-49","Female",217358
2023,"South Australia","45-49","Male",213600
2023,"South Australia","5-9","Female",204600
2023,"South Australia","5-9","Male",215500
2023,"South Australia","50-54","Female",237322
2023,"South Australia","50-54","Male",231515
2023,"South Australia","55-59","Female",229284
2023,"South Australia","55-59","Male",221355
2023,"South Australia","60-64","Female",238620
2023,"South Australia","60-64","Male",224755
2023,"South Australia","65-69","Female",217539
2023,"South Australia","65-69","Male",200004
2023,"South Australia","70-74","Female",197214
2023,"South Australia","70-74","Male",177945
2023,"South Australia","80-84","Female",105865
2023,"South Australia","80-84","Male",87014
2023,"South Australia","85 and over","Female",117827
2023,"South Australia","85 and over","Male",77053
2023,"South Australia","A75: 75-79","Female",162012
2023,"South Australia","A75: 75-79","Male",144166
2023,"Tasmania","0-4","Female",56482
2023,"Tasmania","0-4","Male",59700
2023,"Tasmania","10-14","Female",65028
2023,"Tasmania","10-14","Male",69063
2023,"Tasmania","15-19","Female",62973
2023,"Tasmania","15-19","Male",68443
2023,"Tasmania","20-24","Female",58629
2023,"Tasmania","20-24","Male",62885
2023,"Tasmania","25-29","Female",75424
2023,"Tasmania","25-29","Male",76415
2023,"Tasmania","30-34","Female",81268
2023,"Tasmania","30-34","Male",82938
2023,"Tasmania","35-39","Female",74599
2023,"Tasmania","35-39","Male",74093
2023,"Tasmania","40-44","Female",68848
2023,"Tasmania","40-44","Male",65538
2023,"Tasmania","45-49","Female",65662
2023,"Tasmania","45-49","Male",63114
2023,"Tasmania","5-9","Female",60753
2023,"Tasmania","5-9","Male",64702
2023,"Tasmania","50-54","Female",75300
2023,"Tasmania","50-54","Male",71373
2023,"Tasmania","55-59","Female",74165
2023,"Tasmania","55-59","Male",69400
2023,"Tasmania","60-64","Female",81163
2023,"Tasmania","60-64","Male",76862
2023,"Tasmania","65-69","Female",74075
2023,"Tasmania","65-69","Male",69700
2023,"Tasmania","70-74","Female",65625
2023,"Tasmania","70-74","Male",62285
2023,"Tasmania","80-84","Female",33043
2023,"Tasmania","80-84","Male",29526
2023,"Tasmania","85 and over","Female",33065
2023,"Tasmania","85 and over","Male",22187
2023,"Tasmania","A75: 75-79","Female",52461
2023,"Tasmania","A75: 75-79","Male",49159
2023,"Victoria","0-4","Female",754476
2023,"Victoria","0-4","Male",790514
2023,"Victoria","10-14","Female",798726
2023,"Victoria","10-14","Male",842283
2023,"Victoria","15-19","Female",786855
2023,"Victoria","15-19","Male",831935
2023,"Victoria","20-24","Female",885084
2023,"Victoria","20-24","Male",946949
2023,"Victoria","25-29","Female",1020691
2023,"Victoria","25-29","Male",1057249
2023,"Victoria","30-34","Female",1086181
2023,"Victoria","30-34","Male",1059605
2023,"Victoria","35-39","Female",1051111
2023,"Victoria","35-39","Male",1036834
2023,"Victoria","40-44","Female",941780
2023,"Victoria","40-44","Male",927035
2023,"Victoria","45-49","Female",838404
2023,"Victoria","45-49","Male",815886
2023,"Victoria","5-9","Female",795981
2023,"Victoria","5-9","Male",840826
2023,"Victoria","50-54","Female",871052
2023,"Victoria","50-54","Male",826790
2023,"Victoria","55-59","Female",784543
2023,"Victoria","55-59","Male",744728
2023,"Victoria","60-64","Female",770844
2023,"Victoria","60-64","Male",720329
2023,"Victoria","65-69","Female",686517
2023,"Victoria","65-69","Male",624722
2023,"Victoria","70-74","Female",597947
2023,"Victoria","70-74","Male",533892
2023,"Victoria","80-84","Female",320772
2023,"Victoria","80-84","Male",269782
2023,"Victoria","85 and over","Female",354849
2023,"Victoria","85 and over","Male",232324
2023,"Victoria","A75: 75-79","Female",484203
2023,"Victoria","A75: 75-79","Male",431417
2023,"Western Australia","0-4","Female",330196
2023,"Western Australia","0-4","Male",349318
2023,"Western Australia","10-14","Female",358902
2023,"Western Australia","10-14","Male",379233
2023,"Western Australia","15-19","Female",339649
2023,"Western Australia","15-19","Male",362470
2023,"Western Australia","20-24","Female",342319
2023,"Western Australia","20-24","Male",370363
2023,"Western Australia","25-29","Female",396774
2023,"Western Australia","25-29","Male",418405
2023,"Western Australia","30-34","Female",432404
2023,"Western Australia","30-34","Male",431840
2023,"Western Australia","35-39","Female",441430
2023,"Western Australia","35-39","Male",445292
2023,"Western Australia","40-44","Female",401931
2023,"Western Australia","40-44","Male",406441
2023,"Western Australia","45-49","Female",356838
2023,"Western Australia","45-49","Male",360477
2023,"Western Australia","5-9","Female",357420
2023,"Western Australia","5-9","Male",379723
2023,"Western Australia","50-54","Female",368008
2023,"Western Australia","50-54","Male",373850
2023,"Western Australia","55-59","Female",336340
2023,"Western Australia","55-59","Male",336575
2023,"Western Australia","60-64","Female",327187
2023,"Western Australia","60-64","Male",318901
2023,"Western Australia","65-69","Female",288475
