"Year","REGION..Region","AGE..Age","SEX..Sex","Total"
2016,"Western Australia","25-29","Male",407399
2016,"Western Australia","30-34","Female",402595
2016,"Western Australia","30-34","Male",414095
2016,"Western Australia","35-39","Female",351546
2016,"Western Australia","35-39","Male",361241
2016,"Western Australia","40-44","Female",347693
2016,"Western Australia","40-44","Male",355060
2016,"Western Australia","45-49","Female",349936
2016,"Western Australia","45-49","Male",351528
2016,"Western Australia","5-9","Female",332804
2016,"Western Australia","5-9","Male",348372
2016,"Western Australia","50-54","Female",329993
2016,"Western Australia","50-54","Male",330812
2016,"Western Australia","55-59","Female",309104
2016,"Western Australia","55-59","Male",303876
2016,"Western Australia","60-64","Female",272272
2016,"Western Australia","60-64","Male",262817
2016,"Western Australia","65-69","Female",235708
2016,"Western Australia","65-69","Male",234952
2016,"Western Australia","70-74","Female",170636
2016,"Western Australia","70-74","Male",168062
2016,"Western Australia","80-84","Female",94075
2016,"Western Australia","80-84","Male",74522
2016,"Western Australia","85 and over","Female",105266
2016,"Western Australia","85 and over","Male",62621
2016,"Western Australia","A75: 75-79","Female",130129
2016,"Western Australia","A75: 75-79","Male",117185
2017,"Australian Capital Territory","0-4","Female",54917
2017,"Australian Capital Territory","0-4","Male",58822
2017,"Australian Capital Territory","10-14","Female",44878
2017,"Australian Capital Territory","10-14","Male",47880
2017,"Australian Capital Territory","15-19","Female",50256
2017,"Australian Capital Territory","15-19","Male",51176
2017,"Australian Capital Territory","20-24","Female",68749
2017,"Australian Capital Territory","20-24","Male",69667
2017,"Australian Capital Territory","25-29","Female",71170
2017,"Australian Capital Territory","25-29","Male",70240
2017,"Australian Capital Territory","30-34","Female",71711
2017,"Australian Capital Territory","30-34","Male",69822
2017,"Australian Capital Territory","35-39","Female",64472
2017,"Australian Capital Territory","35-39","Male",64161
2017,"Australian Capital Territory","40-44","Female",57077
2017,"Australian Capital Territory","40-44","Male",57439
2017,"Australian Capital Territory","45-49","Female",55731
2017,"Australian Capital Territory","45-49","Male",54835
2017,"Australian Capital Territory","5-9","Female",52075
2017,"Australian Capital Territory","5-9","Male",56003
2017,"Australian Capital Territory","50-54","Female",49777
2017,"Australian Capital Territory","50-54","Male",47572
2017,"Australian Capital Territory","55-59","Female",47275
2017,"Australian Capital Territory","55-59","Male",44765
2017,"Australian Capital Territory","60-64","Female",40623
2017,"Australian Capital Territory","60-64","Male",37093
2017,"Australian Capital Territory","65-69","Female",36535
2017,"Australian Capital Territory","65-69","Male",33104
2017,"Australian Capital Territory","70-74","Female",28119
2017,"Australian Capital Territory","70-74","Male",25596
2017,"Australian Capital Territory","80-84","Female",13594
2017,"Australian Capital Territory","80-84","Male",10656
2017,"Australian Capital Territory","85 and over","Female",15287
2017,"Australian Capital Territory","85 and over","Male",9308
2017,"Australian Capital Territory","A75: 75-79","Female",19221
2017,"Australian Capital Territory","A75: 75-79","Male",16647
2017,"New South Wales","0-4","Female",972437
2017,"New South Wales","0-4","Male",1027156
2017,"New South Wales","10-14","Female",906807
2017,"New South Wales","10-14","Male",964541
2017,"New South Wales","15-19","Female",909527
2017,"New South Wales","15-19","Male",963845
2017,"New South Wales","20-24","Female",1056582
2017,"New South Wales","20-24","Male",1103098
2017,"New South Wales","25-29","Female",1178357
2017,"New South Wales","25-29","Male",1183230
2017,"New South Wales","30-34","Female",1175005
2017,"New South Wales","30-34","Male",1158856
2017,"New South Wales","35-39","Female",1071774
2017,"New South Wales","35-39","Male",1067067
2017,"New South Wales","40-44","Female",1024925
2017,"New South Wales","40-44","Male",1014022
2017,"New South Wales","45-49","Female",1053075
2017,"New South Wales","45-49","Male",1009807
2017,"New South Wales","5-9","Female",982285
2017,"New South Wales","5-9","Male",1036600
2017,"New South Wales","50-54","Female",985893
2017,"New South Wales","50-54","Male",956806
2017,"New South Wales","55-59","Female",989989
2017,"New South Wales","55-59","Male",952677
2017,"New South Wales","60-64","Female",885333
2017,"New South Wales","60-64","Male",841049
2017,"New South Wales","65-69","Female",784353
2017,"New South Wales","65-69","Male",757398
2017,"New South Wales","70-74","Female",642127
2017,"New South Wales","70-74","Male",619634
2017,"New South Wales","80-84","Female",349874
2017,"New South Wales","80-84","Male",282922
2017,"New South Wales","85 and over","Female",420200
2017,"New South Wales","85 and over","Male",252037
2017,"New South Wales","A75: 75-79","Female",470531
2017,"New South Wales","A75: 75-79","Male",424658
2017,"Northern Territory","0-4","Female",37223
2017,"Northern Territory","0-4","Male",39002
2017,"Northern Territory","10-14","Female",31607
2017,"Northern Territory","10-14","Male",33614
2017,"Northern Territory","15-19","Female",28313
2017,"Northern Territory","15-19","Male",31950
2017,"Northern Territory","20-24","Female",33917
2017,"Northern Territory","20-24","Male",37623
2017,"Northern Territory","25-29","Female",47318
2017,"Northern Territory","25-29","Male",48628
2017,"Northern Territory","30-34","Female",46826
2017,"Northern Territory","30-34","Male",48250
2017,"Northern Territory","35-39","Female",38669
2017,"Northern Territory","35-39","Male",40516
2017,"Northern Territory","40-44","Female",33308
2017,"Northern Territory","40-44","Male",36046
2017,"Northern Territory","45-49","Female",33412
2017,"Northern Territory","45-49","Male",35713
2017,"Northern Territory","5-9","Female",35867
2017,"Northern Territory","5-9","Male",38030
2017,"Northern Territory","50-54","Female",29783
2017,"Northern Territory","50-54","Male",32044
2017,"Northern Territory","55-59","Female",26748
2017,"Northern Territory","55-59","Male",28520
2017,"Northern Territory","60-64","Female",20818
2017,"Northern Territory","60-64","Male",23111
2017,"Northern Territory","65-69","Female",14389
2017,"Northern Territory","65-69","Male",16967
2017,"Northern Territory","70-74","Female",8688
2017,"Northern Territory","70-74","Male",10423
2017,"Northern Territory","80-84","Female",2901
2017,"Northern Territory","80-84","Male",2496
2017,"Northern Territory","85 and over","Female",2349
2017,"Northern Territory","85 and over","Male",1715
2017,"Northern Territory","A75: 75-79","Female",5246
2017,"Northern Territory","A75: 75-79","Male",5989
2017,"Queensland","0-4","Female",614699
2017,"Queensland","0-4","Male",649302
2017,"Queensland","10-14","Female",615166
2017,"Queensland","10-14","Male",652064
2017,"Queensland","15-19","Female",606390
2017,"Queensland","15-19","Male",636850
2017,"Queensland","20-24","Female",677106
2017,"Queensland","20-24","Male",690208
2017,"Queensland","25-29","Female",712526
2017,"Queensland","25-29","Male",704418
2017,"Queensland","30-34","Female",705353
2017,"Queensland","30-34","Male",684502
2017,"Queensland","35-39","Female",657096
2017,"Queensland","35-39","Male",637237
2017,"Queensland","40-44","Female",660773
2017,"Queensland","40-44","Male",641914
2017,"Queensland","45-49","Female",690237
2017,"Queensland","45-49","Male",660669
2017,"Queensland","5-9","Female",651790
2017,"Queensland","5-9","Male",684087
2017,"Queensland","50-54","Female",636689
2017,"Queensland","50-54","Male",611358
2017,"Queensland","55-59","Female",620698
2017,"Queensland","55-59","Male",595742
2017,"Queensland","60-64","Female",543645
2017,"Queensland","60-64","Male",521259
2017,"Queensland","65-69","Female",490467
2017,"Queensland","65-69","Male",481795
2017,"Queensland","70-74","Female",394187
2017,"Queensland","70-74","Male",389477
2017,"Queensland","80-84","Female",187567
2017,"Queensland","80-84","Male",157556
2017,"Queensland","85 and over","Female",216109
2017,"Queensland","85 and over","Male",130682
2017,"Queensland","A75: 75-79","Female",272332
2017,"Queensland","A75: 75-79","Male",256894
2017,"South Australia","0-4","Female",197855
2017,"South Australia","0-4","Male",208641
2017,"South Australia","10-14","Female",194646
2017,"South Australia","10-14","Male",203918
2017,"South Australia","15-19","Female",202331
2017,"South Australia","15-19","Male",212329
2017,"South Australia","20-24","Female",224938
2017,"South Australia","20-24","Male",237687
2017,"South Australia","25-29","Female",231101
2017,"South Australia","25-29","Male",233596
2017,"South Australia","30-34","Female",234946
2017,"South Australia","30-34","Male",232136
2017,"South Australia","35-39","Female",215876
2017,"South Australia","35-39","Male",213449
2017,"South Australia","40-44","Female",212059
2017,"South Australia","40-44","Male",212560
2017,"South Australia","45-49","Female",234203
2017,"South Australia","45-49","Male",229283
2017,"South Australia","5-9","Female",204885
2017,"South Australia","5-9","Male",215600
2017,"South Australia","50-54","Female",228000
2017,"South Australia","50-54","Male",222568
2017,"South Australia","55-59","Female",232519
2017,"South Australia","55-59","Male",223797
2017,"South Australia","60-64","Female",212418
2017,"South Australia","60-64","Male",200562
2017,"South Australia","65-69","Female",196532
2017,"South Australia","65-69","Male",185112
2017,"South Australia","70-74","Female",162092
2017,"South Australia","70-74","Male",150670
2017,"South Australia","80-84","Female",87685
2017,"South Australia","80-84","Male",70804
2017,"South Australia","85 and over","Female",111197
2017,"South Australia","85 and over","Male",65775
2017,"South Australia","A75: 75-79","Female",117943
2017,"South Australia","A75: 75-79","Male",102922
2017,"Tasmania","0-4","Female",58070
2017,"Tasmania","0-4","Male",61432
2017,"Tasmania","10-14","Female",60818
2017,"Tasmania","10-14","Male",65084
2017,"Tasmania","15-19","Female",61053
2017,"Tasmania","15-19","Male",65878
2017,"Tasmania","20-24","Female",62536
2017,"Tasmania","20-24","Male",68359
2017,"Tasmania","25-29","Female",64825
2017,"Tasmania","25-29","Male",65618
2017,"Tasmania","30-34","Female",63898
2017,"Tasmania","30-34","Male",62523
2017,"Tasmania","35-39","Female",61587
2017,"Tasmania","35-39","Male",57864
2017,"Tasmania","40-44","Female",63147
2017,"Tasmania","40-44","Male",60397
2017,"Tasmania","45-49","Female",72364
2017,"Tasmania","45-49","Male",68670
2017,"Tasmania","5-9","Female",62597
2017,"Tasmania","5-9","Male",67155
2017,"Tasmania","50-54","Female",71953
2017,"Tasmania","50-54","Male",67762
2017,"Tasmania","55-59","Female",77877
2017,"Tasmania","55-59","Male",74666
2017,"Tasmania","60-64","Female",71980
2017,"Tasmania","60-64","Male",68898
2017,"Tasmania","65-69","Female",66450
2017,"Tasmania","65-69","Male",64802
2017,"Tasmania","70-74","Female",53407
2017,"Tasmania","70-74","Male",52393
2017,"Tasmania","80-84","Female",26630
2017,"Tasmania","80-84","Male",21786
2017,"Tasmania","85 and over","Female",29258
2017,"Tasmania","85 and over","Male",17804
2017,"Tasmania","A75: 75-79","Female",37799
2017,"Tasmania","A75: 75-79","Male",34907
2017,"Victoria","0-4","Female",784908
2017,"Victoria","0-4","Male",830976
2017,"Victoria","10-14","Female",708362
2017,"Victoria","10-14","Male",750160
2017,"Victoria","15-19","Female",731125
2017,"Victoria","15-19","Male",764834
2017,"Victoria","20-24","Female",905688
2017,"Victoria","20-24","Male",948928
2017,"Victoria","25-29","Female",997964
2017,"Victoria","25-29","Male",996591
2017,"Victoria","30-34","Female",991683
2017,"Victoria","30-34","Male",972262
2017,"Victoria","35-39","Female",881677
2017,"Victoria","35-39","Male",874253
2017,"Victoria","40-44","Female",832350
2017,"Victoria","40-44","Male",818333
2017,"Victoria","45-49","Female",868307
2017,"Victoria","45-49","Male",823892
2017,"Victoria","5-9","Female",769748
2017,"Victoria","5-9","Male",813201
2017,"Victoria","50-54","Female",790646
2017,"Victoria","50-54","Male",757042
2017,"Victoria","55-59","Female",767273
2017,"Victoria","55-59","Male",731364
2017,"Victoria","60-64","Female",685021
2017,"Victoria","60-64","Male",642167
2017,"Victoria","65-69","Female",610633
2017,"Victoria","65-69","Male",572707
2017,"Victoria","70-74","Female",491179
2017,"Victoria","70-74","Male",462822
2017,"Victoria","80-84","Female",272456
2017,"Victoria","80-84","Male",217754
2017,"Victoria","85 and over","Female",322786
2017,"Victoria","85 and over","Male",195207
2017,"Victoria","A75: 75-79","Female",363970
2017,"Victoria","A75: 75-79","Male",324618
2017,"Western Australia","0-4","Female",338501
2017,"Western Australia","0-4","Male",357415
2017,"Western Australia","10-14","Female",310439
2017,"Western Australia","10-14","Male",326107
2017,"Western Australia","15-19","Female",301097
2017,"Western Australia","15-19","Male",316817
2017,"Western Australia","20-24","Female",331602
2017,"Western Australia","20-24","Male",350296
2017,"Western Australia","25-29","Female",387972
2017,"Western Australia","25-29","Male",395439
2017,"Western Australia","30-34","Female",408338
2017,"Western Australia","30-34","Male",415047
2017,"Western Australia","35-39","Female",363454
2017,"Western Australia","35-39","Male",371614
2017,"Western Australia","40-44","Female",342856
2017,"Western Australia","40-44","Male",349554
2017,"Western Australia","45-49","Female",357223
2017,"Western Australia","45-49","Male",359983
2017,"Western Australia","5-9","Female",335741
2017,"Western Australia","5-9","Male",352345
2017,"Western Australia","50-54","Female",330074
2017,"Western Australia","50-54","Male",330776
2017,"Western Australia","55-59","Female",316126
2017,"Western Australia","55-59","Male",311146
2017,"Western Australia","60-64","Female",279543
2017,"Western Australia","60-64","Male",268375
2017,"Western Australia","65-69","Female",241076
2017,"Western Australia","65-69","Male",237082
2017,"Western Australia","70-74","Female",184442
2017,"Western Australia","70-74","Male",181736
2017,"Western Australia","80-84","Female",97110
2017,"Western Australia","80-84","Male",78305
2017,"Western Australia","85 and over","Female",107591
2017,"Western Australia","85 and over","Male",65021
2017,"Western Australia","A75: 75-79","Female",135371
2017,"Western Australia","A75: 75-79","Male",123448
2018,"Australian Capital Territory","0-4","Female",54564
2018,"Australian Capital Territory","0-4","Male",58256
2018,"Australian Capital Territory","10-14","Female",46603
2018,"Australian Capital Territory","10-14","Male",49743
2018,"Australian Capital Territory","15-19","Female",50807
2018,"Australian Capital Territory","15-19","Male",52535
2018,"Australian Capital Territory","20-24","Female",71020
2018,"Australian Capital Territory","20-24","Male",71068
2018,"Australian Capital Territory","25-29","Female",73890
2018,"Australian Capital Territory","25-29","Male",72668
2018,"Australian Capital Territory","30-34","Female",73807
2018,"Australian Capital Territory","30-34","Male",71339
2018,"Australian Capital Territory","35-39","Female",68036
2018,"Australian Capital Territory","35-39","Male",67032
2018,"Australian Capital Territory","40-44","Female",57554
2018,"Australian Capital Territory","40-44","Male",58320
2018,"Australian Capital Territory","45-49","Female",57603
2018,"Australian Capital Territory","45-49","Male",56138
2018,"Australian Capital Territory","5-9","Female",54182
2018,"Australian Capital Territory","5-9","Male",57784
2018,"Australian Capital Territory","50-54","Female",49922
2018,"Australian Capital Territory","50-54","Male",48093
2018,"Australian Capital Territory","55-59","Female",47754
2018,"Australian Capital Territory","55-59","Male",45405
2018,"Australian Capital Territory","60-64","Female",41258
2018,"Australian Capital Territory","60-64","Male",37458
2018,"Australian Capital Territory","65-69","Female",37065
2018,"Australian Capital Territory","65-69","Male",33026
2018,"Australian Capital Territory","70-74","Female",30490
2018,"Australian Capital Territory","70-74","Male",27647
2018,"Australian Capital Territory","80-84","Female",14320
2018,"Australian Capital Territory","80-84","Male",11219
2018,"Australian Capital Territory","85 and over","Female",15493
2018,"Australian Capital Territory","85 and over","Male",9589
2018,"Australian Capital Territory","A75: 75-79","Female",20104
2018,"Australian Capital Territory","A75: 75-79","Male",17274
2018,"New South Wales","0-4","Female",963006
2018,"New South Wales","0-4","Male",1017944
2018,"New South Wales","10-14","Female",929873
2018,"New South Wales","10-14","Male",988631
2018,"New South Wales","15-19","Female",912037
2018,"New South Wales","15-19","Male",973227
2018,"New South Wales","20-24","Female",1068089
2018,"New South Wales","20-24","Male",1122047
2018,"New South Wales","25-29","Female",1190319
2018,"New South Wales","25-29","Male",1204348
2018,"New South Wales","30-34","Female",1188235
2018,"New South Wales","30-34","Male",1174683
2018,"New South Wales","35-39","Female",1107044
2018,"New South Wales","35-39","Male",1102610
2018,"New South Wales","40-44","Female",1016964
2018,"New South Wales","40-44","Male",1006838
2018,"New South Wales","45-49","Female",1065497
2018,"New South Wales","45-49","Male",1031210
2018,"New South Wales","5-9","Female",987470
2018,"New South Wales","5-9","Male",1044566
2018,"New South Wales","50-54","Female",975757
2018,"New South Wales","50-54","Male",945682
2018,"New South Wales","55-59","Female",1000741
2018,"New South Wales","55-59","Male",965874
2018,"New South Wales","60-64","Female",903550
2018,"New South Wales","60-64","Male",854540
2018,"New South Wales","65-69","Female",796031
2018,"New South Wales","65-69","Male",758996
2018,"New South Wales","70-74","Female",675658
2018,"New South Wales","70-74","Male",651644
2018,"New South Wales","80-84","Female",358899
2018,"New South Wales","80-84","Male",292638
2018,"New South Wales","85 and over","Female",422732
2018,"New South Wales","85 and over","Male",258079
2018,"New South Wales","A75: 75-79","Female",482106
2018,"New South Wales","A75: 75-79","Male",439688
2018,"Northern Territory","0-4","Female",35941
2018,"Northern Territory","0-4","Male",38310
2018,"Northern Territory","10-14","Female",32272
2018,"Northern Territory","10-14","Male",34133
2018,"Northern Territory","15-19","Female",28673
2018,"Northern Territory","15-19","Male",31893
2018,"Northern Territory","20-24","Female",33218
2018,"Northern Territory","20-24","Male",37453
2018,"Northern Territory","25-29","Female",46695
2018,"Northern Territory","25-29","Male",46775
2018,"Northern Territory","30-34","Female",47475
2018,"Northern Territory","30-34","Male",47218
2018,"Northern Territory","35-39","Female",39655
2018,"Northern Territory","35-39","Male",40940
2018,"Northern Territory","40-44","Female",33380
2018,"Northern Territory","40-44","Male",35249
2018,"Northern Territory","45-49","Female",33075
2018,"Northern Territory","45-49","Male",35452
2018,"Northern Territory","5-9","Female",35683
2018,"Northern Territory","5-9","Male",37691
2018,"Northern Territory","50-54","Female",29776
2018,"Northern Territory","50-54","Male",31254
2018,"Northern Territory","55-59","Female",27157
2018,"Northern Territory","55-59","Male",28732
2018,"Northern Territory","60-64","Female",21005
2018,"Northern Territory","60-64","Male",22974
2018,"Northern Territory","65-69","Female",15026
2018,"Northern Territory","65-69","Male",17238
2018,"Northern Territory","70-74","Female",9356
2018,"Northern Territory","70-74","Male",11106
2018,"Northern Territory","80-84","Female",3009
2018,"Northern Territory","80-84","Male",2750
2018,"Northern Territory","85 and over","Female",2436
2018,"Northern Territory","85 and over","Male",1810
2018,"Northern Territory","A75: 75-79","Female",5560
2018,"Northern Territory","A75: 75-79","Male",6325
2018,"Queensland","0-4","Female",610901
2018,"Queensland","0-4","Male",645855
2018,"Queensland","10-14","Female",634416
2018,"Queensland","10-14","Male",675567
2018,"Queensland","15-19","Female",609805
2018,"Queensland","15-19","Male",640920
2018,"Queensland","20-24","Female",679541
2018,"Queensland","20-24","Male",690379
2018,"Queensland","25-29","Female",723126
2018,"Queensland","25-29","Male",714329
2018,"Queensland","30-34","Female",713818
2018,"Queensland","30-34","Male",690607
2018,"Queensland","35-39","Female",683161
2018,"Queensland","35-39","Male",660223
2018,"Queensland","40-44","Female",656374
2018,"Queensland","40-44","Male",633094
2018,"Queensland","45-49","Female",703149
2018,"Queensland","45-49","Male",676223
2018,"Queensland","5-9","Female",656252
2018,"Queensland","5-9","Male",689748
2018,"Queensland","50-54","Female",637143
2018,"Queensland","50-54","Male",612982
2018,"Queensland","55-59","Female",635088
2018,"Queensland","55-59","Male",608546
2018,"Queensland","60-64","Female",559198
2018,"Queensland","60-64","Male",533083
2018,"Queensland","65-69","Female",501034
2018,"Queensland","65-69","Male",486291
2018,"Queensland","70-74","Female",420883
2018,"Queensland","70-74","Male",414367
2018,"Queensland","80-84","Female",195142
2018,"Queensland","80-84","Male",166078
2018,"Queensland","85 and over","Female",219048
2018,"Queensland","85 and over","Male",134582
2018,"Queensland","A75: 75-79","Female",285734
2018,"Queensland","A75: 75-79","Male",269868
2018,"South Australia","0-4","Female",195035
2018,"South Australia","0-4","Male",206040
2018,"South Australia","10-14","Female",199550
2018,"South Australia","10-14","Male",208546
2018,"South Australia","15-19","Female",200936
2018,"South Australia","15-19","Male",211713
2018,"South Australia","20-24","Female",225634
2018,"South Australia","20-24","Male",238804
2018,"South Australia","25-29","Female",232877
2018,"South Australia","25-29","Male",236161
2018,"South Australia","30-34","Female",237724
2018,"South Australia","30-34","Male",234362
2018,"South Australia","35-39","Female",223560
2018,"South Australia","35-39","Male",220379
2018,"South Australia","40-44","Female",210425
2018,"South Australia","40-44","Male",210357
2018,"South Australia","45-49","Female",233995
2018,"South Australia","45-49","Male",229311
2018,"South Australia","5-9","Female",205408
2018,"South Australia","5-9","Male",217022
2018,"South Australia","50-54","Female",226696
2018,"South Australia","50-54","Male",221333
2018,"South Australia","55-59","Female",235289
2018,"South Australia","55-59","Male",226623
2018,"South Australia","60-64","Female",216337
2018,"South Australia","60-64","Male",204112
2018,"South Australia","65-69","Female",199918
2018,"South Australia","65-69","Male",186374
2018,"South Australia","70-74","Female",171306
2018,"South Australia","70-74","Male",159281
2018,"South Australia","80-84","Female",89994
2018,"South Australia","80-84","Male",72920
2018,"South Australia","85 and over","Female",111942
2018,"South Australia","85 and over","Male",67418
2018,"South Australia","A75: 75-79","Female",121697
2018,"South Australia","A75: 75-79","Male",106877
2018,"Tasmania","0-4","Female",57592
2018,"Tasmania","0-4","Male",61288
2018,"Tasmania","10-14","Female",62586
2018,"Tasmania","10-14","Male",67109
2018,"Tasmania","15-19","Female",60658
2018,"Tasmania","15-19","Male",64986
2018,"Tasmania","20-24","Female",63868
2018,"Tasmania","20-24","Male",69374
2018,"Tasmania","25-29","Female",69082
2018,"Tasmania","25-29","Male",69997
2018,"Tasmania","30-34","Female",67333
2018,"Tasmania","30-34","Male",66041
2018,"Tasmania","35-39","Female",63613
2018,"Tasmania","35-39","Male",60831
2018,"Tasmania","40-44","Female",62543
2018,"Tasmania","40-44","Male",59968
2018,"Tasmania","45-49","Female",72794
2018,"Tasmania","45-49","Male",68925
2018,"Tasmania","5-9","Female",62668
2018,"Tasmania","5-9","Male",66799
2018,"Tasmania","50-54","Female",71529
2018,"Tasmania","50-54","Male",67140
2018,"Tasmania","55-59","Female",79051
2018,"Tasmania","55-59","Male",75262
2018,"Tasmania","60-64","Female",73462
2018,"Tasmania","60-64","Male",70527
2018,"Tasmania","65-69","Female",67922
2018,"Tasmania","65-69","Male",65594
2018,"Tasmania","70-74","Female",56955
2018,"Tasmania","70-74","Male",55567
2018,"Tasmania","80-84","Female",27519
2018,"Tasmania","80-84","Male",22968
2018,"Tasmania","85 and over","Female",29710
2018,"Tasmania","85 and over","Male",18339
2018,"Tasmania","A75: 75-79","Female",38977
2018,"Tasmania","A75: 75-79","Male",36636
2018,"Victoria","0-4","Female",782287
2018,"Victoria","0-4","Male",828629
2018,"Victoria","10-14","Female",729747
2018,"Victoria","10-14","Male",773505
2018,"Victoria","15-19","Female",734860
2018,"Victoria","15-19","Male",771508
2018,"Victoria","20-24","Female",917078
2018,"Victoria","20-24","Male",972988
2018,"Victoria","25-29","Female",1018197
2018,"Victoria","25-29","Male",1023525
2018,"Victoria","30-34","Female",1018667
2018,"Victoria","30-34","Male",996736
2018,"Victoria","35-39","Female",921837
2018,"Victoria","35-39","Male",911959
2018,"Victoria","40-44","Female",832670
2018,"Victoria","40-44","Male",820239
2018,"Victoria","45-49","Female",877717
2018,"Victoria","45-49","Male",835622
2018,"Victoria","5-9","Female",783959
2018,"Victoria","5-9","Male",827657
2018,"Victoria","50-54","Female",794189
2018,"Victoria","50-54","Male",759702
2018,"Victoria","55-59","Female",779195
2018,"Victoria","55-59","Male",743797
2018,"Victoria","60-64","Female",699724
2018,"Victoria","60-64","Male",654605
2018,"Victoria","65-69","Female",620066
2018,"Victoria","65-69","Male",575794
2018,"Victoria","70-74","Female",520738
2018,"Victoria","70-74","Male",487833
2018,"Victoria","80-84","Female",279857
2018,"Victoria","80-84","Male",225811
2018,"Victoria","85 and over","Female",327588
2018,"Victoria","85 and over","Male",200509
2018,"Victoria","A75: 75-79","Female",372588
2018,"Victoria","A75: 75-79","Male",334912
2018,"Western Australia","0-4","Female",336717
2018,"Western Australia","0-4","Male",356878
2018,"Western Australia","10-14","Female",320750
2018,"Western Australia","10-14","Male",338480
2018,"Western Australia","15-19","Female",301460
2018,"Western Australia","15-19","Male",317528
2018,"Western Australia","20-24","Female",327925
2018,"Western Australia","20-24","Male",347877
2018,"Western Australia","25-29","Female",381511
2018,"Western Australia","25-29","Male",385309
2018,"Western Australia","30-34","Female",410864
2018,"Western Australia","30-34","Male",413114
2018,"Western Australia","35-39","Female",377406
2018,"Western Australia","35-39","Male",382959
2018,"Western Australia","40-44","Female",343198
2018,"Western Australia","40-44","Male",347678
2018,"Western Australia","45-49","Female",360595
2018,"Western Australia","45-49","Male",364961
2018,"Western Australia","5-9","Female",338913
2018,"Western Australia","5-9","Male",356594
2018,"Western Australia","50-54","Female",331212
2018,"Western Australia","50-54","Male",332368
2018,"Western Australia","55-59","Female",322873
2018,"Western Australia","55-59","Male",318763
2018,"Western Australia","60-64","Female",286674
2018,"Western Australia","60-64","Male",275328
2018,"Western Australia","65-69","Female",248356
2018,"Western Australia","65-69","Male",239976
2018,"Western Australia","70-74","Female",198307
2018,"Western Australia","70-74","Male",195477
2018,"Western Australia","80-84","Female",101163
2018,"Western Australia","80-84","Male",83087
2018,"Western Australia","85 and over","Female",111139
2018,"Western Australia","85 and over","Male",68161
2018,"Western Australia","A75: 75-79","Female",140001
2018,"Western Australia","A75: 75-79","Male",129035
2019,"Australian Capital Territory","0-4","Female",54551
2019,"Australian Capital Territory","0-4","Male",57632
2019,"Australian Capital Territory","10-14","Female",48769
2019,"Australian Capital Territory","10-14","Male",52159
2019,"Australian Capital Territory","15-19","Female",50338
2019,"Australian Capital Territory","15-19","Male",52580
2019,"Australian Capital Territory","20-24","Female",70775
2019,"Australian Capital Territory","20-24","Male",71538
2019,"Australian Capital Territory","25-29","Female",76568
2019,"Australian Capital Territory","25-29","Male",75255
2019,"Australian Capital Territory","30-34","Female",75327
2019,"Australian Capital Territory","30-34","Male",72697
2019,"Australian Capital Territory","35-39","Female",71349
2019,"Australian Capital Territory","35-39","Male",70087
2019,"Australian Capital Territory","40-44","Female",58956
2019,"Australian Capital Territory","40-44","Male",59417
2019,"Australian Capital Territory","45-49","Female",58538
2019,"Australian Capital Territory","45-49","Male",57476
2019,"Australian Capital Territory","5-9","Female",55591
2019,"Australian Capital Territory","5-9","Male",58897
2019,"Australian Capital Territory","50-54","Female",50893
2019,"Australian Capital Territory","50-54","Male",49161
2019,"Australian Capital Territory","55-59","Female",48413
2019,"Australian Capital Territory","55-59","Male",45973
2019,"Australian Capital Territory","60-64","Female",42477
2019,"Australian Capital Territory","60-64","Male",38075
2019,"Australian Capital Territory","65-69","Female",37634
2019,"Australian Capital Territory","65-69","Male",33305
2019,"Australian Capital Territory","70-74","Female",32342
2019,"Australian Capital Territory","70-74","Male",29263
2019,"Australian Capital Territory","80-84","Female",14948
2019,"Australian Capital Territory","80-84","Male",11894
2019,"Australian Capital Territory","85 and over","Female",15820
2019,"Australian Capital Territory","85 and over","Male",10062
2019,"Australian Capital Territory","A75: 75-79","Female",21450
2019,"Australian Capital Territory","A75: 75-79","Male",18221
2019,"New South Wales","0-4","Female",954337
2019,"New South Wales","0-4","Male",1012638
2019,"New South Wales","10-14","Female",954116
2019,"New South Wales","10-14","Male",1012050
2019,"New South Wales","15-19","Female",908850
2019,"New South Wales","15-19","Male",975377
2019,"New South Wales","20-24","Female",1063062
2019,"New South Wales","20-24","Male",1128480
2019,"New South Wales","25-29","Female",1195093
2019,"New South Wales","25-29","Male",1212817
2019,"New South Wales","30-34","Female",1202009
2019,"New South Wales","30-34","Male",1189544
2019,"New South Wales","35-39","Female",1138731
2019,"New South Wales","35-39","Male",1134746
2019,"New South Wales","40-44","Female",1020088
2019,"New South Wales","40-44","Male",1005470
2019,"New South Wales","45-49","Female",1067453
2019,"New South Wales","45-49","Male",1041297
2019,"New South Wales","5-9","Female",989731
2019,"New South Wales","5-9","Male",1048126
2019,"New South Wales","50-54","Female",976219
2019,"New South Wales","50-54","Male",944170
2019,"New South Wales","55-59","Female",1009955
2019,"New South Wales","55-59","Male",974504
2019,"New South Wales","60-64","Female",925152
2019,"New South Wales","60-64","Male",873039
2019,"New South Wales","65-69","Female",813743
2019,"New South Wales","65-69","Male",767466
2019,"New South Wales","70-74","Female",702446
2019,"New South Wales","70-74","Male",673677
2019,"New South Wales","80-84","Female",369905
2019,"New South Wales","80-84","Male",304245
2019,"New South Wales","85 and over","Female",425391
