"TimePeriod","Region","ObsValue","State"
2018,"Shoalhaven",104489,"New South Wales"
2019,"Shoalhaven",105781,"New South Wales"
2017,"Shoalhaven",103122,"New South Wales"
2020,"Shoalhaven",107246,"New South Wales"
2018,"Singleton",24036,"New South Wales"
2022,"Singleton",25093,"New South Wales"
2020,"Singleton",24503,"New South Wales"
2016,"Singleton",23576,"New South Wales"
2017,"Singleton",23806,"New South Wales"
2023,"Singleton",25332,"New South Wales"
2015,"Singleton",23586,"New South Wales"
2013,"Singleton",23557,"New South Wales"
2021,"Singleton",24725,"New South Wales"
2019,"Singleton",24309,"New South Wales"
2014,"Singleton",23597,"New South Wales"
2018,"Snowy Monaro Regional",20972,NA
2019,"Snowy Monaro Regional",21192,NA
2020,"Snowy Monaro Regional",21437,NA
2021,"Snowy Monaro Regional",21667,NA
2022,"Snowy Monaro Regional",21823,NA
2023,"Snowy Monaro Regional",22132,NA
2013,"Snowy Monaro Regional",20433,NA
2014,"Snowy Monaro Regional",20454,NA
2015,"Snowy Monaro Regional",20473,NA
2016,"Snowy Monaro Regional",20558,NA
2017,"Snowy Monaro Regional",20792,NA
2019,"Snowy Valleys",14817,"New South Wales"
2021,"Snowy Valleys",14900,"New South Wales"
2018,"Snowy Valleys",14751,"New South Wales"
2022,"Snowy Valleys",14936,"New South Wales"
2015,"Snowy Valleys",14640,"New South Wales"
2016,"Snowy Valleys",14611,"New South Wales"
2013,"Snowy Valleys",14720,"New South Wales"
2020,"Snowy Valleys",14889,"New South Wales"
2017,"Snowy Valleys",14693,"New South Wales"
2023,"Snowy Valleys",14935,"New South Wales"
2014,"Snowy Valleys",14690,"New South Wales"
2014,"Somerset",24459,"Queensland"
2015,"Somerset",24681,"Queensland"
2013,"Somerset",23619,"Queensland"
2019,"Somerset",25355,"Queensland"
2023,"Somerset",26251,"Queensland"
2017,"Somerset",25286,"Queensland"
2018,"Somerset",25326,"Queensland"
2016,"Somerset",25153,"Queensland"
2022,"Somerset",25711,"Queensland"
2020,"Somerset",25322,"Queensland"
2021,"Somerset",25388,"Queensland"
2013,"Sorell",13736,"Tasmania"
2017,"Sorell",14929,"Tasmania"
2021,"Sorell",16963,"Tasmania"
2023,"Sorell",17635,"Tasmania"
2020,"Sorell",16471,"Tasmania"
2018,"Sorell",15433,"Tasmania"
2015,"Sorell",14200,"Tasmania"
2016,"Sorell",14482,"Tasmania"
2022,"Sorell",17429,"Tasmania"
2019,"Sorell",15952,"Tasmania"
2014,"Sorell",13981,"Tasmania"
2022,"South Burnett",33783,"Queensland"
2019,"South Burnett",32784,"Queensland"
2014,"South Burnett",32606,"Queensland"
2023,"South Burnett",34290,"Queensland"
2017,"South Burnett",32680,"Queensland"
2013,"South Burnett",32647,"Queensland"
2018,"South Burnett",32698,"Queensland"
2021,"South Burnett",33323,"Queensland"
2016,"South Burnett",32625,"Queensland"
2020,"South Burnett",32952,"Queensland"
2015,"South Burnett",32589,"Queensland"
2020,"South Gippsland",30272,"Victoria"
2023,"South Gippsland",30823,"Victoria"
2021,"South Gippsland",30388,"Victoria"
2022,"South Gippsland",30708,"Victoria"
2018,"South Gippsland",29604,"Victoria"
2016,"South Gippsland",29122,"Victoria"
2015,"South Gippsland",28781,"Victoria"
2019,"South Gippsland",29923,"Victoria"
2017,"South Gippsland",29361,"Victoria"
2013,"South Gippsland",28273,"Victoria"
2014,"South Gippsland",28521,"Victoria"
2020,"South Perth",45072,"Western Australia"
2023,"South Perth",46701,"Western Australia"
2017,"South Perth",43886,"Western Australia"
2018,"South Perth",43989,"Western Australia"
2015,"South Perth",44096,"Western Australia"
2016,"South Perth",43879,"Western Australia"
2019,"South Perth",44538,"Western Australia"
2021,"South Perth",44952,"Western Australia"
2014,"South Perth",44251,"Western Australia"
2013,"South Perth",44348,"Western Australia"
2022,"South Perth",45201,"Western Australia"
2020,"Southern Downs",36393,"Queensland"
2015,"Southern Downs",35566,"Queensland"
2017,"Southern Downs",35899,"Queensland"
2016,"Southern Downs",35638,"Queensland"
2022,"Southern Downs",36991,"Queensland"
2021,"Southern Downs",36637,"Queensland"
2018,"Southern Downs",36118,"Queensland"
2013,"Southern Downs",35501,"Queensland"
2014,"Southern Downs",35580,"Queensland"
2023,"Southern Downs",37444,"Queensland"
2019,"Southern Downs",36239,"Queensland"
2022,"Southern Grampians",16401,"Victoria"
2014,"Southern Grampians",16255,"Victoria"
2016,"Southern Grampians",16123,"Victoria"
2013,"Southern Grampians",16355,"Victoria"
2020,"Southern Grampians",16506,"Victoria"
2021,"Southern Grampians",16492,"Victoria"
2023,"Southern Grampians",16470,"Victoria"
2015,"Southern Grampians",16162,"Victoria"
2017,"Southern Grampians",16207,"Victoria"
2019,"Southern Grampians",16378,"Victoria"
2018,"Southern Grampians",16291,"Victoria"
2019,"Southern Mallee",2047,"South Australia"
2013,"Southern Mallee",2088,"South Australia"
2020,"Southern Mallee",2040,"South Australia"
2017,"Southern Mallee",2055,"South Australia"
2018,"Southern Mallee",2051,"South Australia"
2021,"Southern Mallee",2026,"South Australia"
2014,"Southern Mallee",2073,"South Australia"
2015,"Southern Mallee",2058,"South Australia"
2016,"Southern Mallee",2063,"South Australia"
2022,"Southern Mallee",2010,"South Australia"
2023,"Southern Mallee",2012,"South Australia"
2015,"Southern Midlands",6096,"Tasmania"
2016,"Southern Midlands",6083,"Tasmania"
2022,"Southern Midlands",6887,"Tasmania"
2021,"Southern Midlands",6834,"Tasmania"
2023,"Southern Midlands",6912,"Tasmania"
2018,"Southern Midlands",6257,"Tasmania"
2014,"Southern Midlands",6139,"Tasmania"
2013,"Southern Midlands",6183,"Tasmania"
2020,"Southern Midlands",6639,"Tasmania"
2019,"Southern Midlands",6465,"Tasmania"
2017,"Southern Midlands",6129,"Tasmania"
2014,"Stirling",219372,"Western Australia"
2016,"Stirling",220073,"Western Australia"
2013,"Stirling",218043,"Western Australia"
2021,"Stirling",234322,"Western Australia"
2017,"Stirling",221986,"Western Australia"
2019,"Stirling",227540,"Western Australia"
2020,"Stirling",232404,"Western Australia"
2015,"Stirling",220152,"Western Australia"
2023,"Stirling",243871,"Western Australia"
2022,"Stirling",236262,"Western Australia"
2018,"Stirling",224316,"Western Australia"
2022,"Stonnington",106524,"Victoria"
2017,"Stonnington",112134,"Victoria"
2018,"Stonnington",113340,"Victoria"
2023,"Stonnington",111335,"Victoria"
2016,"Stonnington",111003,"Victoria"
2013,"Stonnington",103487,"Victoria"
2014,"Stonnington",105894,"Victoria"
2021,"Stonnington",106190,"Victoria"
2020,"Stonnington",112610,"Victoria"
2015,"Stonnington",108028,"Victoria"
2019,"Stonnington",113800,"Victoria"
2020,"Strathbogie",11158,"Victoria"
2017,"Strathbogie",10532,"Victoria"
2013,"Strathbogie",9867,"Victoria"
2022,"Strathbogie",11515,"Victoria"
2019,"Strathbogie",10907,"Victoria"
2021,"Strathbogie",11368,"Victoria"
2023,"Strathbogie",11578,"Victoria"
2018,"Strathbogie",10734,"Victoria"
2014,"Strathbogie",10018,"Victoria"
2015,"Strathbogie",10175,"Victoria"
2016,"Strathbogie",10357,"Victoria"
2021,"Strathfield",45963,"New South Wales"
2016,"Strathfield",42415,"New South Wales"
2015,"Strathfield",41276,"New South Wales"
2022,"Strathfield",46250,"New South Wales"
2019,"Strathfield",45895,"New South Wales"
2017,"Strathfield",43679,"New South Wales"
2023,"Strathfield",47824,"New South Wales"
2020,"Strathfield",46417,"New South Wales"
2014,"Strathfield",40301,"New South Wales"
2018,"Strathfield",44663,"New South Wales"
2013,"Strathfield",38918,"New South Wales"
2016,"Streaky Bay",2168,"South Australia"
2013,"Streaky Bay",2194,"South Australia"
2017,"Streaky Bay",2173,"South Australia"
2018,"Streaky Bay",2183,"South Australia"
2021,"Streaky Bay",2241,"South Australia"
2015,"Streaky Bay",2164,"South Australia"
2022,"Streaky Bay",2257,"South Australia"
2020,"Streaky Bay",2219,"South Australia"
2014,"Streaky Bay",2180,"South Australia"
2019,"Streaky Bay",2196,"South Australia"
2023,"Streaky Bay",2278,"South Australia"
2018,"Subiaco",17320,"Western Australia"
2015,"Subiaco",16927,"Western Australia"
2017,"Subiaco",17231,"Western Australia"
2023,"Subiaco",18870,"Western Australia"
2014,"Subiaco",16700,"Western Australia"
2016,"Subiaco",17018,"Western Australia"
2022,"Subiaco",18008,"Western Australia"
2013,"Subiaco",16466,"Western Australia"
2021,"Subiaco",17902,"Western Australia"
2020,"Subiaco",17941,"Western Australia"
2019,"Subiaco",17602,"Western Australia"
2017,"Sunshine Coast",311426,"Queensland"
2014,"Sunshine Coast",288652,"Queensland"
2019,"Sunshine Coast",329946,"Queensland"
2013,"Sunshine Coast",281969,"Queensland"
2016,"Sunshine Coast",302841,"Queensland"
2020,"Sunshine Coast",338389,"Queensland"
2023,"Sunshine Coast",365942,"Queensland"
2018,"Sunshine Coast",320606,"Queensland"
2021,"Sunshine Coast",346634,"Queensland"
2015,"Sunshine Coast",295317,"Queensland"
2022,"Sunshine Coast",355904,"Queensland"
2017,"Surf Coast",31555,"Victoria"
2015,"Surf Coast",29625,"Victoria"
2021,"Surf Coast",37648,"Victoria"
2014,"Surf Coast",28874,"Victoria"
2016,"Surf Coast",30465,"Victoria"
2019,"Surf Coast",34213,"Victoria"
2022,"Surf Coast",38672,"Victoria"
2018,"Surf Coast",32750,"Victoria"
2020,"Surf Coast",35827,"Victoria"
2023,"Surf Coast",39292,"Victoria"
2013,"Surf Coast",28228,"Victoria"
2015,"Sutherland Shire",225218,NA
2016,"Sutherland Shire",226461,NA
2017,"Sutherland Shire",227428,NA
2018,"Sutherland Shire",228239,NA
2019,"Sutherland Shire",229213,NA
2020,"Sutherland Shire",230379,NA
2021,"Sutherland Shire",230994,NA
2022,"Sutherland Shire",231845,NA
2023,"Sutherland Shire",235029,NA
2013,"Sutherland Shire",222549,NA
2014,"Sutherland Shire",223921,NA
2016,"Swan",136679,"Western Australia"
2017,"Swan",140449,"Western Australia"
2018,"Swan",144202,"Western Australia"
2015,"Swan",132127,"Western Australia"
2014,"Swan",128032,"Western Australia"
2023,"Swan",171588,"Western Australia"
2013,"Swan",123643,"Western Australia"
2019,"Swan",148672,"Western Australia"
2021,"Swan",158689,"Western Australia"
2020,"Swan",153844,"Western Australia"
2022,"Swan",163948,"Western Australia"
2020,"Swan Hill",21499,"Victoria"
2014,"Swan Hill",20940,"Victoria"
2013,"Swan Hill",21003,"Victoria"
2023,"Swan Hill",21212,"Victoria"
2019,"Swan Hill",21407,"Victoria"
2016,"Swan Hill",20896,"Victoria"
2015,"Swan Hill",20893,"Victoria"
2018,"Swan Hill",21240,"Victoria"
2017,"Swan Hill",21069,"Victoria"
2022,"Swan Hill",21239,"Victoria"
2021,"Swan Hill",21381,"Victoria"
2021,"Sydney",214703,"New South Wales"
2020,"Sydney",227250,"New South Wales"
2017,"Sydney",227997,"New South Wales"
2022,"Sydney",218275,"New South Wales"
2016,"Sydney",222717,"New South Wales"
2013,"Sydney",196318,"New South Wales"
2014,"Sydney",204516,"New South Wales"
2018,"Sydney",229284,"New South Wales"
2023,"Sydney",231086,"New South Wales"
2019,"Sydney",229596,"New South Wales"
2015,"Sydney",214037,"New South Wales"
2018,"Tablelands",25849,"Queensland"
2023,"Tablelands",27259,"Queensland"
2014,"Tablelands",25060,"Queensland"
2017,"Tablelands",25521,"Queensland"
2021,"Tablelands",26488,"Queensland"
2022,"Tablelands",26806,"Queensland"
2020,"Tablelands",26309,"Queensland"
2015,"Tablelands",25111,"Queensland"
2013,"Tablelands",24827,"Queensland"
2019,"Tablelands",26071,"Queensland"
2016,"Tablelands",25217,"Queensland"
2014,"Tammin",414,"Western Australia"
2023,"Tammin",404,"Western Australia"
2017,"Tammin",408,"Western Australia"
2022,"Tammin",403,"Western Australia"
2019,"Tammin",402,"Western Australia"
2013,"Tammin",415,"Western Australia"
2021,"Tammin",401,"Western Australia"
2015,"Tammin",412,"Western Australia"
2018,"Tammin",407,"Western Australia"
2016,"Tammin",407,"Western Australia"
2020,"Tammin",399,"Western Australia"
2014,"Tamworth Regional",59872,NA
2015,"Tamworth Regional",60432,NA
2016,"Tamworth Regional",60990,NA
2017,"Tamworth Regional",61758,NA
2018,"Tamworth Regional",62511,NA
2019,"Tamworth Regional",63183,NA
2020,"Tamworth Regional",63405,NA
2021,"Tamworth Regional",63670,NA
2022,"Tamworth Regional",64520,NA
2023,"Tamworth Regional",65246,NA
2013,"Tamworth Regional",59240,NA
2013,"Tasman",2356,"Tasmania"
2020,"Tasman",2560,"Tasmania"
2022,"Tasman",2676,"Tasmania"
2019,"Tasman",2486,"Tasmania"
2014,"Tasman",2389,"Tasmania"
2023,"Tasman",2686,"Tasmania"
2021,"Tasman",2643,"Tasmania"
2015,"Tasman",2391,"Tasmania"
2018,"Tasman",2443,"Tasmania"
2017,"Tasman",2405,"Tasmania"
2016,"Tasman",2389,"Tasmania"
2013,"Tatiara",6789,"South Australia"
2019,"Tatiara",6966,"South Australia"
2016,"Tatiara",6817,"South Australia"
2015,"Tatiara",6821,"South Australia"
2017,"Tatiara",6832,"South Australia"
2020,"Tatiara",7016,"South Australia"
2014,"Tatiara",6811,"South Australia"
2022,"Tatiara",7037,"South Australia"
2018,"Tatiara",6894,"South Australia"
2021,"Tatiara",7070,"South Australia"
2023,"Tatiara",7066,"South Australia"
2022,"Tea Tree Gully",102610,"South Australia"
2016,"Tea Tree Gully",99153,"South Australia"
2013,"Tea Tree Gully",98558,"South Australia"
2021,"Tea Tree Gully",102044,"South Australia"
2017,"Tea Tree Gully",99567,"South Australia"
2014,"Tea Tree Gully",98726,"South Australia"
2015,"Tea Tree Gully",98983,"South Australia"
2023,"Tea Tree Gully",103685,"South Australia"
2018,"Tea Tree Gully",100132,"South Australia"
2019,"Tea Tree Gully",100837,"South Australia"
2020,"Tea Tree Gully",101613,"South Australia"
2015,"Temora",6165,"New South Wales"
2013,"Temora",6055,"New South Wales"
2014,"Temora",6098,"New South Wales"
2019,"Temora",6116,"New South Wales"
2018,"Temora",6138,"New South Wales"
2020,"Temora",6077,"New South Wales"
2016,"Temora",6210,"New South Wales"
2017,"Temora",6162,"New South Wales"
2022,"Temora",5995,"New South Wales"
2021,"Temora",6013,"New South Wales"
2023,"Temora",6029,"New South Wales"
2014,"Tenterfield",6769,"New South Wales"
2017,"Tenterfield",6728,"New South Wales"
2020,"Tenterfield",6779,"New South Wales"
2021,"Tenterfield",6800,"New South Wales"
2018,"Tenterfield",6767,"New South Wales"
2023,"Tenterfield",6973,"New South Wales"
2013,"Tenterfield",6834,"New South Wales"
2015,"Tenterfield",6713,"New South Wales"
2016,"Tenterfield",6697,"New South Wales"
2022,"Tenterfield",6878,"New South Wales"
2019,"Tenterfield",6794,"New South Wales"
2019,"The Hills Shire",180102,NA
2015,"The Hills Shire",158941,NA
2016,"The Hills Shire",162975,NA
2017,"The Hills Shire",168400,NA
2018,"The Hills Shire",173067,NA
2020,"The Hills Shire",186622,NA
2013,"The Hills Shire",152429,NA
2023,"The Hills Shire",207959,NA
2014,"The Hills Shire",155366,NA
2021,"The Hills Shire",192660,NA
2022,"The Hills Shire",199269,NA
2015,"Three Springs",619,"Western Australia"
2014,"Three Springs",627,"Western Australia"
2020,"Three Springs",582,"Western Australia"
2019,"Three Springs",589,"Western Australia"
2022,"Three Springs",587,"Western Australia"
2018,"Three Springs",601,"Western Australia"
2016,"Three Springs",608,"Western Australia"
2017,"Three Springs",615,"Western Australia"
2021,"Three Springs",586,"Western Australia"
2013,"Three Springs",638,"Western Australia"
2023,"Three Springs",593,"Western Australia"
2017,"Tiwi Islands",2755,"Northern Territory"
2014,"Tiwi Islands",2902,"Northern Territory"
2013,"Tiwi Islands",3001,"Northern Territory"
2018,"Tiwi Islands",2744,"Northern Territory"
2015,"Tiwi Islands",2848,"Northern Territory"
2019,"Tiwi Islands",2742,"Northern Territory"
2016,"Tiwi Islands",2777,"Northern Territory"
2022,"Tiwi Islands",2743,"Northern Territory"
2020,"Tiwi Islands",2743,"Northern Territory"
2021,"Tiwi Islands",2735,"Northern Territory"
2023,"Tiwi Islands",2747,"Northern Territory"
2017,"Toodyay",4513,"Western Australia"
2022,"Toodyay",4814,"Western Australia"
2023,"Toodyay",4954,"Western Australia"
2019,"Toodyay",4570,"Western Australia"
2020,"Toodyay",4611,"Western Australia"
2021,"Toodyay",4709,"Western Australia"
2015,"Toodyay",4535,"Western Australia"
2016,"Toodyay",4461,"Western Australia"
2018,"Toodyay",4520,"Western Australia"
2014,"Toodyay",4620,"Western Australia"
2013,"Toodyay",4682,"Western Australia"
2017,"Toowoomba",166901,"Queensland"
2020,"Toowoomba",173562,"Queensland"
2016,"Toowoomba",164168,"Queensland"
2019,"Toowoomba",171566,"Queensland"
2014,"Toowoomba",161523,"Queensland"
2015,"Toowoomba",162775,"Queensland"
2018,"Toowoomba",169319,"Queensland"
2013,"Toowoomba",159916,"Queensland"
2022,"Toowoomba",178387,"Queensland"
2023,"Toowoomba",181821,"Queensland"
2021,"Toowoomba",175255,"Queensland"
2019,"Torres",3652,"Queensland"
2021,"Torres",3532,"Queensland"
2022,"Torres",3517,"Queensland"
2017,"Torres",3784,"Queensland"
2018,"Torres",3721,"Queensland"
2015,"Torres",3753,"Queensland"
2020,"Torres",3589,"Queensland"
2013,"Torres",3647,"Queensland"
2023,"Torres",3502,"Queensland"
2016,"Torres",3799,"Queensland"
2014,"Torres",3717,"Queensland"
2022,"Torres Strait Island",4285,"Queensland"
2014,"Torres Strait Island",4690,"Queensland"
2023,"Torres Strait Island",4286,"Queensland"
2017,"Torres Strait Island",4688,"Queensland"
2020,"Torres Strait Island",4355,"Queensland"
2018,"Torres Strait Island",4551,"Queensland"
2013,"Torres Strait Island",4614,"Queensland"
2021,"Torres Strait Island",4294,"Queensland"
2016,"Torres Strait Island",4775,"Queensland"
2019,"Torres Strait Island",4434,"Queensland"
2015,"Torres Strait Island",4731,"Queensland"
2017,"Townsville",192475,"Queensland"
2022,"Townsville",198134,"Queensland"
2019,"Townsville",193687,"Queensland"
2023,"Townsville",201433,"Queensland"
2018,"Townsville",193105,"Queensland"
2016,"Townsville",191348,"Queensland"
2013,"Townsville",186519,"Queensland"
2021,"Townsville",195457,"Queensland"
2015,"Townsville",190011,"Queensland"
2020,"Townsville",194679,"Queensland"
2014,"Townsville",188777,"Queensland"
2022,"Towong",6198,"Victoria"
2013,"Towong",5961,"Victoria"
2019,"Towong",6142,"Victoria"
2020,"Towong",6170,"Victoria"
2018,"Towong",6100,"Victoria"
2017,"Towong",6064,"Victoria"
2015,"Towong",6005,"Victoria"
2023,"Towong",6243,"Victoria"
2021,"Towong",6186,"Victoria"
2014,"Towong",5982,"Victoria"
2016,"Towong",6046,"Victoria"
2018,"Trayning",335,"Western Australia"
2017,"Trayning",344,"Western Australia"
2013,"Trayning",366,"Western Australia"
2015,"Trayning",358,"Western Australia"
2019,"Trayning",330,"Western Australia"
2020,"Trayning",317,"Western Australia"
2021,"Trayning",307,"Western Australia"
2016,"Trayning",354,"Western Australia"
2014,"Trayning",364,"Western Australia"
2023,"Trayning",303,"Western Australia"
2022,"Trayning",304,"Western Australia"
2018,"Tumby Bay",2731,"South Australia"
2016,"Tumby Bay",2675,"South Australia"
2021,"Tumby Bay",2875,"South Australia"
2014,"Tumby Bay",2651,"South Australia"
2023,"Tumby Bay",2906,"South Australia"
2022,"Tumby Bay",2892,"South Australia"
2017,"Tumby Bay",2708,"South Australia"
2013,"Tumby Bay",2640,"South Australia"
2015,"Tumby Bay",2670,"South Australia"
2019,"Tumby Bay",2770,"South Australia"
2020,"Tumby Bay",2832,"South Australia"
2015,"Tweed",92261,"New South Wales"
2013,"Tweed",90226,"New South Wales"
2014,"Tweed",91139,"New South Wales"
2023,"Tweed",98967,"New South Wales"
2020,"Tweed",96857,"New South Wales"
2016,"Tweed",93742,"New South Wales"
2021,"Tweed",97216,"New South Wales"
2017,"Tweed",94597,"New South Wales"
2018,"Tweed",95355,"New South Wales"
2019,"Tweed",96068,"New South Wales"
2022,"Tweed",97966,"New South Wales"
2017,"Unincorp.  Other Territories",2243,NA
2018,"Unincorp.  Other Territories",2324,NA
2019,"Unincorp.  Other Territories",2382,NA
2020,"Unincorp.  Other Territories",2437,NA
2021,"Unincorp.  Other Territories",2530,NA
2013,"Unincorp.  Other Territories",374,NA
2022,"Unincorp.  Other Territories",2518,NA
2015,"Unincorp.  Other Territories",367,NA
2016,"Unincorp.  Other Territories",2159,NA
2023,"Unincorp.  Other Territories",2516,NA
2014,"Unincorp.  Other Territories",361,NA
2014,"Unincorporated ACT",388799,"Australian Capital Territory"
2017,"Unincorporated ACT",415046,"Australian Capital Territory"
2018,"Unincorporated ACT",426081,"Australian Capital Territory"
2019,"Unincorporated ACT",435730,"Australian Capital Territory"
2015,"Unincorporated ACT",395813,"Australian Capital Territory"
2013,"Unincorporated ACT",383257,"Australian Capital Territory"
2021,"Unincorporated ACT",452508,"Australian Capital Territory"
2020,"Unincorporated ACT",444903,"Australian Capital Territory"
2022,"Unincorporated ACT",456915,"Australian Capital Territory"
2016,"Unincorporated ACT",403104,"Australian Capital Territory"
2023,"Unincorporated ACT",466566,"Australian Capital Territory"
2018,"Unincorporated NSW",1115,"New South Wales"
2016,"Unincorporated NSW",1112,"New South Wales"
2013,"Unincorporated NSW",1127,"New South Wales"
2019,"Unincorporated NSW",1086,"New South Wales"
2015,"Unincorporated NSW",1106,"New South Wales"
2017,"Unincorporated NSW",1109,"New South Wales"
2020,"Unincorporated NSW",1055,"New South Wales"
2014,"Unincorporated NSW",1134,"New South Wales"
2022,"Unincorporated NSW",1000,"New South Wales"
2023,"Unincorporated NSW",1013,"New South Wales"
2021,"Unincorporated NSW",1020,"New South Wales"
2019,"Unincorporated NT",7102,"Northern Territory"
2023,"Unincorporated NT",7713,"Northern Territory"
2022,"Unincorporated NT",7571,"Northern Territory"
2016,"Unincorporated NT",7065,"Northern Territory"
2018,"Unincorporated NT",7023,"Northern Territory"
2017,"Unincorporated NT",7034,"Northern Territory"
2013,"Unincorporated NT",8215,"Northern Territory"
2020,"Unincorporated NT",7263,"Northern Territory"
2021,"Unincorporated NT",7420,"Northern Territory"
2015,"Unincorporated NT",7112,"Northern Territory"
2014,"Unincorporated NT",7970,"Northern Territory"
2014,"Unincorporated SA",4027,"South Australia"
2013,"Unincorporated SA",4199,"South Australia"
2017,"Unincorporated SA",3476,"South Australia"
2018,"Unincorporated SA",3418,"South Australia"
2015,"Unincorporated SA",3849,"South Australia"
2016,"Unincorporated SA",3639,"South Australia"
2021,"Unincorporated SA",3100,"South Australia"
2022,"Unincorporated SA",3024,"South Australia"
2019,"Unincorporated SA",3340,"South Australia"
2020,"Unincorporated SA",3229,"South Australia"
2023,"Unincorporated SA",3015,"South Australia"
2022,"Unincorporated Vic",961,"Victoria"
2020,"Unincorporated Vic",934,"Victoria"
2013,"Unincorporated Vic",808,"Victoria"
2023,"Unincorporated Vic",953,"Victoria"
2015,"Unincorporated Vic",862,"Victoria"
2021,"Unincorporated Vic",946,"Victoria"
2017,"Unincorporated Vic",901,"Victoria"
2014,"Unincorporated Vic",835,"Victoria"
2019,"Unincorporated Vic",918,"Victoria"
2016,"Unincorporated Vic",892,"Victoria"
2018,"Unincorporated Vic",911,"Victoria"
2015,"Unley",38823,"South Australia"
2022,"Unley",39092,"South Australia"
2016,"Unley",38939,"South Australia"
2023,"Unley",39929,"South Australia"
2020,"Unley",39465,"South Australia"
2021,"Unley",39061,"South Australia"
2014,"Unley",38695,"South Australia"
2013,"Unley",38552,"South Australia"
2017,"Unley",39078,"South Australia"
2018,"Unley",39187,"South Australia"
2019,"Unley",39322,"South Australia"
2013,"Upper Gascoyne",270,"Western Australia"
2014,"Upper Gascoyne",275,"Western Australia"
2015,"Upper Gascoyne",278,"Western Australia"
2016,"Upper Gascoyne",282,"Western Australia"
2017,"Upper Gascoyne",255,"Western Australia"
2018,"Upper Gascoyne",234,"Western Australia"
2019,"Upper Gascoyne",219,"Western Australia"
2020,"Upper Gascoyne",201,"Western Australia"
2021,"Upper Gascoyne",180,"Western Australia"
2022,"Upper Gascoyne",188,"Western Australia"
2023,"Upper Gascoyne",201,"Western Australia"
2013,"Upper Hunter Shire",14514,NA
2014,"Upper Hunter Shire",14508,NA
2015,"Upper Hunter Shire",14412,NA
2016,"Upper Hunter Shire",14344,NA
2017,"Upper Hunter Shire",14318,NA
2018,"Upper Hunter Shire",14298,NA
2019,"Upper Hunter Shire",14291,NA
2020,"Upper Hunter Shire",14296,NA
2021,"Upper Hunter Shire",14258,NA
2023,"Upper Hunter Shire",14338,NA
2022,"Upper Hunter Shire",14291,NA
2013,"Upper Lachlan Shire",7594,NA
2014,"Upper Lachlan Shire",7722,NA
2015,"Upper Lachlan Shire",7804,NA
2016,"Upper Lachlan Shire",7853,NA
2017,"Upper Lachlan Shire",8003,NA
2018,"Upper Lachlan Shire",8097,NA
2019,"Upper Lachlan Shire",8220,NA
2020,"Upper Lachlan Shire",8378,NA
2021,"Upper Lachlan Shire",8494,NA
2022,"Upper Lachlan Shire",8550,NA
2023,"Upper Lachlan Shire",8706,NA
2020,"Uralla",6056,"New South Wales"
2019,"Uralla",6119,"New South Wales"
2014,"Uralla",6238,"New South Wales"
2013,"Uralla",6253,"New South Wales"
2018,"Uralla",6144,"New South Wales"
2021,"Uralla",5992,"New South Wales"
2017,"Uralla",6154,"New South Wales"
2016,"Uralla",6147,"New South Wales"
2023,"Uralla",6047,"New South Wales"
2022,"Uralla",5984,"New South Wales"
2015,"Uralla",6194,"New South Wales"
2013,"Victor Harbor",14525,"South Australia"
2014,"Victor Harbor",14729,"South Australia"
2020,"Victor Harbor",16068,"South Australia"
2016,"Victor Harbor",15011,"South Australia"
2021,"Victor Harbor",16429,"South Australia"
2023,"Victor Harbor",16869,"South Australia"
2015,"Victor Harbor",14886,"South Australia"
2018,"Victor Harbor",15419,"South Australia"
2022,"Victor Harbor",16721,"South Australia"
2019,"Victor Harbor",15708,"South Australia"
2017,"Victor Harbor",15204,"South Australia"
2020,"Victoria Daly",3196,"Northern Territory"
2018,"Victoria Daly",3135,"Northern Territory"
2014,"Victoria Daly",3269,"Northern Territory"
2021,"Victoria Daly",3221,"Northern Territory"
2017,"Victoria Daly",3120,"Northern Territory"
2015,"Victoria Daly",3217,"Northern Territory"
2013,"Victoria Daly",3312,"Northern Territory"
2019,"Victoria Daly",3163,"Northern Territory"
2022,"Victoria Daly",3262,"Northern Territory"
2016,"Victoria Daly",3142,"Northern Territory"
2023,"Victoria Daly",3295,"Northern Territory"
2020,"Victoria Park",38260,"Western Australia"
2019,"Victoria Park",37348,"Western Australia"
2023,"Victoria Park",40782,"Western Australia"
2021,"Victoria Park",38296,"Western Australia"
2014,"Victoria Park",36570,"Western Australia"
2016,"Victoria Park",36647,"Western Australia"
2022,"Victoria Park",38756,"Western Australia"
2018,"Victoria Park",36741,"Western Australia"
2017,"Victoria Park",36578,"Western Australia"
2015,"Victoria Park",36714,"Western Australia"
2013,"Victoria Park",36260,"Western Australia"
2021,"Victoria Plains",832,"Western Australia"
2023,"Victoria Plains",824,"Western Australia"
2019,"Victoria Plains",864,"Western Australia"
2020,"Victoria Plains",847,"Western Australia"
2022,"Victoria Plains",824,"Western Australia"
2013,"Victoria Plains",932,"Western Australia"
2014,"Victoria Plains",934,"Western Australia"
2015,"Victoria Plains",931,"Western Australia"
2016,"Victoria Plains",924,"Western Australia"
2017,"Victoria Plains",914,"Western Australia"
2018,"Victoria Plains",894,"Western Australia"
2014,"Vincent",35631,"Western Australia"
2023,"Vincent",40125,"Western Australia"
2021,"Vincent",37833,"Western Australia"
2022,"Vincent",38504,"Western Australia"
2013,"Vincent",35442,"Western Australia"
