DATAFLOW,MEASURE: Measure,REGION_TYPE: Region Type,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment,REPYEAREND: Reporting Year End Day
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),61010: Central Highlands (Tas.),A: Annual,2017,2222,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),61010: Central Highlands (Tas.),A: Annual,2018,2296,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),61010: Central Highlands (Tas.),A: Annual,2019,2377,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),61010: Central Highlands (Tas.),A: Annual,2020,2473,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),61010: Central Highlands (Tas.),A: Annual,2021,2579,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),61010: Central Highlands (Tas.),A: Annual,2022,2586,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),61010: Central Highlands (Tas.),A: Annual,2023,2595,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),23350: Indigo,A: Annual,2013,15605,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),23350: Indigo,A: Annual,2014,15732,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),23350: Indigo,A: Annual,2015,15922,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),23350: Indigo,A: Annual,2016,16165,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),23350: Indigo,A: Annual,2017,16390,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),23350: Indigo,A: Annual,2018,16613,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),23350: Indigo,A: Annual,2019,16876,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),23350: Indigo,A: Annual,2020,17115,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),23350: Indigo,A: Annual,2021,17251,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),23350: Indigo,A: Annual,2022,17425,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),23350: Indigo,A: Annual,2023,17662,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),45890: Port Adelaide Enfield,A: Annual,2013,119876,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),45890: Port Adelaide Enfield,A: Annual,2014,121422,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),45890: Port Adelaide Enfield,A: Annual,2015,122766,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),45890: Port Adelaide Enfield,A: Annual,2016,124007,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),45890: Port Adelaide Enfield,A: Annual,2017,125690,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),45890: Port Adelaide Enfield,A: Annual,2018,127684,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),45890: Port Adelaide Enfield,A: Annual,2019,130293,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),45890: Port Adelaide Enfield,A: Annual,2020,132967,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),45890: Port Adelaide Enfield,A: Annual,2021,134131,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),45890: Port Adelaide Enfield,A: Annual,2022,135822,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),45890: Port Adelaide Enfield,A: Annual,2023,138585,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),65210: Tasman,A: Annual,2013,2356,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),65210: Tasman,A: Annual,2014,2389,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),65210: Tasman,A: Annual,2015,2391,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),65210: Tasman,A: Annual,2016,2389,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),65210: Tasman,A: Annual,2017,2405,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),65210: Tasman,A: Annual,2018,2443,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),65210: Tasman,A: Annual,2019,2486,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),65210: Tasman,A: Annual,2020,2560,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),65210: Tasman,A: Annual,2021,2643,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),65210: Tasman,A: Annual,2022,2676,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),65210: Tasman,A: Annual,2023,2686,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),14500: Ku-ring-gai,A: Annual,2013,118195,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),14500: Ku-ring-gai,A: Annual,2014,119851,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),14500: Ku-ring-gai,A: Annual,2015,121315,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),14500: Ku-ring-gai,A: Annual,2016,122472,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),14500: Ku-ring-gai,A: Annual,2017,124122,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),14500: Ku-ring-gai,A: Annual,2018,125528,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),14500: Ku-ring-gai,A: Annual,2019,126364,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),14500: Ku-ring-gai,A: Annual,2020,126438,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),14500: Ku-ring-gai,A: Annual,2021,124703,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),14500: Ku-ring-gai,A: Annual,2022,124205,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),14500: Ku-ring-gai,A: Annual,2023,126983,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),32270: Central Highlands (Qld),A: Annual,2013,29782,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),32270: Central Highlands (Qld),A: Annual,2014,29598,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),32270: Central Highlands (Qld),A: Annual,2015,29143,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),32270: Central Highlands (Qld),A: Annual,2016,28690,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),32270: Central Highlands (Qld),A: Annual,2017,28573,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),32270: Central Highlands (Qld),A: Annual,2018,28572,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),32270: Central Highlands (Qld),A: Annual,2019,28574,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),32270: Central Highlands (Qld),A: Annual,2020,28524,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),32270: Central Highlands (Qld),A: Annual,2021,28298,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),32270: Central Highlands (Qld),A: Annual,2022,28530,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),32270: Central Highlands (Qld),A: Annual,2023,28973,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),37600: Yarrabah,A: Annual,2013,2686,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),37600: Yarrabah,A: Annual,2014,2694,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),37600: Yarrabah,A: Annual,2015,2695,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),37600: Yarrabah,A: Annual,2016,2702,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),37600: Yarrabah,A: Annual,2017,2663,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),37600: Yarrabah,A: Annual,2018,2643,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),37600: Yarrabah,A: Annual,2019,2621,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),37600: Yarrabah,A: Annual,2020,2606,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),37600: Yarrabah,A: Annual,2021,2597,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),37600: Yarrabah,A: Annual,2022,2619,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),37600: Yarrabah,A: Annual,2023,2640,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),26170: South Gippsland,A: Annual,2013,28273,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),26170: South Gippsland,A: Annual,2014,28521,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),26170: South Gippsland,A: Annual,2015,28781,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),26170: South Gippsland,A: Annual,2016,29122,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),26170: South Gippsland,A: Annual,2017,29361,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),26170: South Gippsland,A: Annual,2018,29604,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),26170: South Gippsland,A: Annual,2019,29923,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),26170: South Gippsland,A: Annual,2020,30272,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),26170: South Gippsland,A: Annual,2021,30388,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),26170: South Gippsland,A: Annual,2022,30708,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),26170: South Gippsland,A: Annual,2023,30823,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),51190: Bunbury,A: Annual,2013,32951,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),51190: Bunbury,A: Annual,2014,32941,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),51190: Bunbury,A: Annual,2015,32872,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),51190: Bunbury,A: Annual,2016,32574,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),51190: Bunbury,A: Annual,2017,32758,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),51190: Bunbury,A: Annual,2018,32897,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),51190: Bunbury,A: Annual,2019,33267,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),51190: Bunbury,A: Annual,2020,33769,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),51190: Bunbury,A: Annual,2021,34137,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),51190: Bunbury,A: Annual,2022,34417,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),51190: Bunbury,A: Annual,2023,34768,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),51400: Capel,A: Annual,2013,16483,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),51400: Capel,A: Annual,2014,16934,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),51400: Capel,A: Annual,2015,17250,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),51400: Capel,A: Annual,2016,17375,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),51400: Capel,A: Annual,2017,17696,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),51400: Capel,A: Annual,2018,18001,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),51400: Capel,A: Annual,2019,18205,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),51400: Capel,A: Annual,2020,18492,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),51400: Capel,A: Annual,2021,18776,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),51400: Capel,A: Annual,2022,19012,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),51400: Capel,A: Annual,2023,19335,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),48340: Wattle Range,A: Annual,2013,11935,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),48340: Wattle Range,A: Annual,2014,11982,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),48340: Wattle Range,A: Annual,2015,12010,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),48340: Wattle Range,A: Annual,2016,12022,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),48340: Wattle Range,A: Annual,2017,12034,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),48340: Wattle Range,A: Annual,2018,12046,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),48340: Wattle Range,A: Annual,2019,12043,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),48340: Wattle Range,A: Annual,2020,12058,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),48340: Wattle Range,A: Annual,2021,12127,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),48340: Wattle Range,A: Annual,2022,12178,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),48340: Wattle Range,A: Annual,2023,12257,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),10750: Blacktown,A: Annual,2013,324797,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),10750: Blacktown,A: Annual,2014,331825,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),10750: Blacktown,A: Annual,2015,339449,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),10750: Blacktown,A: Annual,2016,348030,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),10750: Blacktown,A: Annual,2017,359591,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),10750: Blacktown,A: Annual,2018,369384,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),10750: Blacktown,A: Annual,2019,380186,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),10750: Blacktown,A: Annual,2020,391911,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),10750: Blacktown,A: Annual,2021,399925,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),10750: Blacktown,A: Annual,2022,410944,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),10750: Blacktown,A: Annual,2023,426202,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),15650: Muswellbrook,A: Annual,2013,16415,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),15650: Muswellbrook,A: Annual,2014,16431,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),15650: Muswellbrook,A: Annual,2015,16435,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),15650: Muswellbrook,A: Annual,2016,16462,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),15650: Muswellbrook,A: Annual,2017,16519,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),15650: Muswellbrook,A: Annual,2018,16520,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),15650: Muswellbrook,A: Annual,2019,16554,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),15650: Muswellbrook,A: Annual,2020,16539,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),15650: Muswellbrook,A: Annual,2021,16469,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),15650: Muswellbrook,A: Annual,2022,16540,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),15650: Muswellbrook,A: Annual,2023,16778,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),17310: Tamworth Regional,A: Annual,2013,59240,PSNS: Persons,,,30-6: Year Ending 30 June
